CustomerID,Age,Gender,IncomeLevel,LoyaltyMember,ZipCode
C05510,26,Female,High,N,07088
C05511,33,M,High,N,67666
C05512,58,female,High,N,14033
C05513,60,F,Low,N,87819
C05514,50,M,High,Y,79826
C05515,54,Male,Medium,Y,77133
C05516,44,Female,Medium,Y,93158
C05517,43,male,Medium,Y,15100
C05518,37,Female,Low,Y,59035
C05519,57,F,High,Y,84848
C05520,60,Female,High,N,06837
C05521,21,M,Medium,N,58706
C05522,40,M,Low,Y,87803
C05523,48,female,High,Y,61108
C05524,46,female,Medium,N,82161
C05525,40,M,,Y,13206
C05526,28,Male,Medium,Y,11840
C05527,57,Female,High,N,80231
C05528,49,male,,N,80446
C05529,44,Male,High,N,56950
C05530,69,male,High,N,88785
C05531,49,male,High,N,33460
C05532,31,F,High,N,28120
C05533,39,M,,Y,10265
C05534,55,Male,Medium,N,37397
C05535,34,male,Medium,Y,98316
C05536,25,Female,Medium,Y,06974
C05537,30,Male,,Y,05834
C05538,37,M,Low,N,58897
C05539,39,Male,Low,N,10379
C05540,51,F,Medium,N,20953
C05541,45,Female,Low,Y,51770
C05542,56,Male,Low,N,12997
C05543,56,Female,Low,N,93207
C05544,39,Male,High,N,24892
C05545,30,F,High,Y,19780
C05546,51,Male,Medium,N,84153
C05547,52,M,,N,20853
C05548,39,F,Medium,N,04073
C05549,22,F,Medium,Y,59516
C05550,20,F,Medium,N,11404
C05551,20,Male,High,N,48953
C05552,64,male,Low,N,41963
C05553,32,Female,High,Y,00858
C05554,28,Male,High,Y,06244
C05555,20,Female,Medium,N,86880
C05556,43,M,Low,Y,17640
C05557,47,M,Medium,Y,64746
C05558,34,female,Low,Y,65761
C05559,50,F,,N,14491
C05560,41,Male,Low,N,94191
C05561,68,female,Low,N,64042
C05562,55,M,High,N,62320
C05563,44,male,Low,N,27460
C05564,59,Male,High,N,86462
C05565,20,female,Low,Y,76387
C05566,23,Male,Medium,Y,13984
C05567,41,M,Medium,Y,03225
C05568,29,female,High,Y,40196
C05569,20,F,Low,N,53186
C05570,66,Female,Medium,N,86000
C05571,55,female,High,N,87664
C05572,26,female,Medium,N,74980
C05573,36,Female,High,N,79557
C05574,67,male,High,N,41401
C05575,25,male,,N,16114
C05576,24,Male,High,Y,13154
C05577,42,male,Low,Y,11170
C05578,65,F,Low,N,13417
C05579,39,F,Low,N,87772
C05580,46,female,High,N,03578
C05581,35,F,High,N,77281
C05582,52,M,High,N,24726
C05583,26,Female,Medium,N,57552
C05584,30,M,,N,55447
C05585,34,female,Low,N,84014
C05586,25,male,,N,22897
C05587,25,male,High,N,11713
C05588,50,M,Low,Y,87295
C05589,31,female,Low,N,23903
C05590,23,male,High,N,41054
C05591,69,female,Low,N,11034
C05592,53,M,Medium,Y,14782
C05593,46,female,Low,N,06362
C05594,40,Male,High,Y,36556
C05595,37,male,Medium,N,99304
C05596,33,Male,Low,N,56955
C05597,32,Male,High,Y,49273
C05598,47,male,Medium,N,61258
C05599,27,Female,High,Y,07127
C05600,44,Female,High,N,55767
C05601,41,male,Medium,Y,93908
C05602,61,male,Medium,Y,52952
C05603,22,F,Low,Y,15786
C05604,24,M,Low,N,09828
C05605,38,female,Medium,Y,72366
C05606,36,female,High,N,68467
C05607,66,male,Low,N,27906
C05608,41,Female,High,Y,74986
C05609,18,male,,N,11823
C05610,42,Female,Medium,N,28792
C05611,26,M,Medium,Y,60190
C05612,68,M,Medium,Y,33762
C05613,52,M,High,Y,52018
C05614,26,M,Low,N,99705
C05615,60,F,High,N,39146
C05616,32,Male,High,Y,88059
C05617,23,Male,High,Y,12611
C05618,45,male,Medium,Y,40310
C05619,23,Female,High,Y,69114
C05620,49,F,Low,N,18568
C05621,19,F,Low,Y,40068
C05622,18,Female,Medium,Y,52976
C05623,58,Male,Medium,Y,85473
C05624,18,male,Low,N,64858
C05625,64,male,High,Y,45241
C05626,36,F,,Y,32894
C05627,28,M,Medium,N,02237
C05628,59,M,Low,Y,01645
C05629,50,female,Medium,N,14844
C05630,52,M,Medium,N,76146
C05631,44,M,High,Y,76020
C05632,63,Male,,Y,18261
C05633,39,male,Medium,N,89377
C05634,18,male,,Y,39891
C05635,21,female,,Y,66150
C05636,57,male,Low,N,34071
C05637,64,M,High,Y,73445
C05638,20,M,Medium,N,06854
C05639,54,Male,Low,Y,12987
C05640,68,female,,N,33791
C05641,33,Male,Medium,Y,38855
C05642,39,Male,High,Y,69152
C05643,59,female,,Y,25609
C05644,66,M,,Y,37795
C05645,59,F,Medium,Y,66589
C05646,22,female,Medium,Y,53286
C05647,18,female,Medium,Y,77914
C05648,61,M,Medium,Y,23294
C05649,51,F,High,Y,90743
C05650,68,F,Low,Y,13498
C05651,58,Female,High,Y,66903
C05652,64,male,Low,Y,01416
C05653,51,male,Medium,Y,27804
C05654,19,Male,Low,N,14680
C05655,62,M,Medium,Y,78905
C05656,69,F,High,N,59872
C05657,26,Female,Low,N,63580
C05658,48,female,Low,Y,32267
C05659,40,female,High,N,78722
C05660,37,M,High,Y,07600
C05661,49,F,High,Y,24552
C05662,66,M,High,Y,83827
C05663,20,male,Low,N,38265
C05664,47,F,Low,Y,53685
C05665,21,F,Medium,N,15612
C05666,22,M,Medium,Y,41749
C05667,34,female,,Y,72279
C05668,52,male,Medium,N,89542
C05669,23,Male,High,N,68670
C05670,53,Male,Medium,N,89581
C05671,56,male,Low,Y,25017
C05672,52,Male,Low,N,54692
C05673,32,Female,Medium,Y,80610
C05674,34,M,Low,Y,73342
C05675,32,female,Medium,Y,38362
C05676,27,Female,Medium,Y,95717
C05677,55,M,Medium,Y,51037
C05678,50,Male,High,N,07460
C05679,24,female,High,N,10943
C05680,52,Female,Low,Y,37982
C05681,50,Female,Low,N,57547
C05682,66,male,Low,Y,48259
C05683,52,Male,Low,Y,45005
C05684,53,F,Medium,N,02465
C05685,23,F,Low,N,04825
C05686,59,F,,Y,34291
C05687,61,Female,,Y,62495
C05688,54,Female,High,Y,31258
C05689,33,female,Low,N,87815
C05690,64,male,High,N,94126
C05691,55,Male,High,N,38079
C05692,34,female,High,Y,14293
C05693,31,Male,Low,N,52046
C05694,35,M,Medium,N,92575
C05695,35,female,Medium,Y,09046
C05696,58,F,Low,N,40650
C05697,56,female,Medium,N,61101
C05698,50,Female,Medium,N,74367
C05699,39,Female,Medium,Y,62442
C05700,32,Female,,N,62641
C05701,69,Female,Low,N,51976
C05702,54,M,High,Y,06695
C05703,51,male,Low,Y,21132
C05704,46,F,Low,Y,35385
C05705,61,Male,Medium,Y,53079
C05706,42,Male,Medium,Y,77865
C05707,20,male,Low,N,24880
C05708,47,Female,Low,Y,95622
C05709,61,F,Low,Y,73284
C05710,64,Female,High,N,00945
C05711,29,male,Low,Y,23955
C05712,63,Male,Medium,N,64137
C05713,31,Male,High,Y,27949
C05714,33,Female,Low,N,40021
C05715,66,Female,High,N,89392
C05716,62,M,Low,Y,34878
C05717,59,F,Low,Y,50651
C05718,37,Male,High,Y,14057
C05719,18,male,Medium,Y,93700
C05720,68,male,Low,Y,56287
C05721,39,Male,High,N,74441
C05722,28,male,Low,Y,76781
C05723,38,female,High,Y,59433
C05724,30,Male,Low,N,08901
C05725,37,female,Low,N,35462
C05726,49,female,Low,Y,54497
C05727,40,male,High,Y,81382
C05728,65,female,Medium,N,28720
C05729,25,M,Low,Y,49458
C05730,26,Male,Low,N,76608
C05731,44,M,Low,Y,37408
C05732,50,female,High,Y,48490
C05733,39,Male,Low,N,14777
C05734,18,Female,Low,Y,11937
C05735,43,Female,Low,N,52925
C05736,29,male,,N,92308
C05737,67,F,High,N,64977
C05738,33,Male,High,N,18780
C05739,26,Male,Medium,Y,62369
C05740,20,female,High,N,89352
C05741,38,female,Low,Y,26924
C05742,52,Female,Medium,Y,81847
C05743,33,F,High,Y,13596
C05744,38,Female,Medium,Y,90783
C05745,53,Male,Medium,Y,66294
C05746,34,Female,,Y,96574
C05747,35,Male,High,N,70004
C05748,40,Male,Low,Y,37109
C05749,33,male,Medium,N,38358
C05750,59,M,,Y,11073
C05751,55,M,Medium,N,12211
C05752,23,M,High,N,60415
C05753,47,M,High,Y,64916
C05754,62,F,Low,Y,19187
C05755,39,M,Low,N,24882
C05756,35,Male,Low,N,78895
C05757,37,Male,,Y,62480
C05758,38,Female,,N,59055
C05759,68,F,Medium,N,98205
C05760,28,Female,Medium,N,43419
C05761,32,M,High,Y,03956
C05762,48,M,Low,N,11415
C05763,48,F,Low,N,08875
C05764,44,male,High,N,83714
C05765,42,F,Medium,N,95161
C05766,41,female,High,N,00941
C05767,20,F,Low,N,51383
C05768,25,Female,Low,Y,07485
C05769,43,M,Low,Y,47628
C05770,66,male,High,Y,58550
C05771,69,Male,Low,Y,82802
C05772,56,Female,Medium,N,66445
C05773,51,Female,Low,N,07643
C05774,54,Male,High,N,92210
C05775,40,female,High,N,74583
C05776,68,Male,Medium,Y,92425
C05777,33,male,Medium,Y,82282
C05778,42,F,High,Y,08544
C05779,56,male,Low,Y,76096
C05780,51,M,Medium,Y,39609
C05781,53,Male,High,Y,53334
C05782,20,male,Medium,Y,07949
C05783,43,male,Low,N,91741
C05784,42,Male,Medium,N,33861
C05785,35,female,High,N,66293
C05786,51,M,Medium,N,54637
C05787,40,M,High,N,76160
C05788,23,F,Low,Y,40262
C05789,27,Male,Medium,Y,17785
C05790,29,Female,Low,N,10989
C05791,22,F,Medium,Y,61583
C05792,45,male,Medium,N,28946
C05793,38,Female,Low,Y,47500
C05794,53,Female,Medium,N,02149
C05795,35,male,High,N,09529
C05796,46,Male,Medium,Y,97757
C05797,66,Female,Low,Y,44614
C05798,33,F,High,N,15665
C05799,44,Male,Low,Y,93380
C05800,63,female,Low,Y,50201
C05801,25,female,High,N,29136
C05802,34,Female,Low,N,65336
C05803,60,Male,Medium,Y,55862
C05804,49,male,High,N,38520
C05805,19,M,,N,71689
C05806,54,female,Medium,Y,45948
C05807,33,female,,Y,16610
C05808,56,female,High,N,61355
C05809,52,M,Medium,Y,21690
C05810,21,F,Low,N,17342
C05811,58,M,Medium,N,81741
C05812,43,M,Medium,N,72404
C05813,29,F,Medium,N,75738
C05814,50,F,Medium,N,71827
C05815,65,male,,N,55045
C05816,18,female,Low,Y,36248
C05817,43,F,Low,N,59382
C05818,33,Female,Low,Y,62785
C05819,30,Female,,Y,78455
C05820,66,Male,Low,Y,97811
C05821,52,Male,High,Y,44073
C05822,56,F,High,Y,08159
C05823,28,Female,Low,Y,94849
C05824,57,male,Medium,N,93238
C05825,45,female,Low,N,48368
C05826,61,male,Medium,Y,99380
C05827,33,F,High,Y,91711
C05828,58,F,Low,Y,78020
C05829,26,M,Low,N,37258
C05830,35,Female,Low,N,33686
C05831,55,male,Low,Y,38097
C05832,67,M,,Y,35332
C05833,32,M,Medium,Y,37386
C05834,60,female,,Y,68594
C05835,62,male,Medium,N,34596
C05836,38,F,Low,N,98036
C05837,19,Female,Medium,Y,41499
C05838,39,M,High,N,17809
C05839,65,F,High,Y,77581
C05840,61,male,High,Y,13663
C05841,43,male,High,Y,59903
C05842,30,female,High,Y,59862
C05843,42,Female,Medium,Y,57579
C05844,21,F,Low,N,26834
C05845,29,Male,Medium,Y,53982
C05846,56,Female,High,N,99895
C05847,32,M,Low,Y,82795
C05848,27,female,Medium,Y,12784
C05849,36,male,High,N,51981
C05850,52,Male,Low,Y,70154
C05851,39,male,Medium,N,05463
C05852,35,Female,Medium,N,52981
C05853,22,Female,,Y,45111
C05854,55,M,Low,N,59113
C05855,22,M,Medium,N,21863
C05856,21,Male,,Y,04340
C05857,25,F,Medium,N,02906
C05858,40,Female,Medium,Y,17580
C05859,68,F,Medium,Y,45752
C05860,35,Female,Medium,Y,58037
C05861,67,Male,Low,Y,46318
C05862,63,female,Low,N,58324
C05863,29,F,Medium,N,39985
C05864,44,Female,Medium,Y,04897
C05865,60,Female,High,Y,25426
C05866,50,female,High,N,90397
C05867,22,F,Medium,N,27685
C05868,28,male,Low,Y,55277
C05869,68,M,Low,N,73056
C05870,51,F,Medium,Y,55318
C05871,20,F,Medium,N,79203
C05872,61,female,Medium,Y,11726
C05873,36,female,Medium,N,06438
C05874,51,Female,High,Y,34415
C05875,50,M,Low,N,68550
C05876,59,male,,Y,21046
C05877,24,Male,Medium,N,71834
C05878,29,F,,Y,94397
C05879,53,Male,High,Y,70131
C05880,24,F,Medium,Y,26022
C05881,59,Male,Low,N,35856
C05882,56,Male,High,N,54127
C05883,56,female,,Y,50064
C05884,59,F,Low,Y,75905
C05885,19,Male,Low,N,85817
C05886,54,male,Low,N,14549
C05887,35,F,High,N,65286
C05888,49,Female,High,N,80653
C05889,59,Male,Medium,N,55253
C05890,20,female,,N,26082
C05891,48,F,Low,N,58257
C05892,69,Male,Medium,Y,15912
C05893,58,Female,Low,N,51720
C05894,67,F,Medium,N,93686
C05895,59,Female,Low,Y,49540
C05896,45,Male,Medium,N,78468
C05897,68,male,Low,Y,61248
C05898,63,F,Medium,Y,59063
C05899,38,female,High,N,77656
C05900,40,female,Low,Y,55596
C05901,67,M,High,Y,70567
C05902,43,female,Low,N,59190
C05903,33,Female,Medium,N,75244
C05904,66,Male,High,Y,58705
C05905,36,male,Medium,N,88377
C05906,63,Male,Low,N,24614
C05907,28,male,,Y,77632
C05908,54,Male,High,N,60640
C05909,69,Male,Medium,Y,34638
C05910,61,Female,Medium,N,04907
C05911,67,Male,Low,Y,09627
C05912,59,Male,High,Y,33750
C05913,68,Female,Low,N,94403
C05914,22,female,Low,N,86669
C05915,52,male,High,N,14301
C05916,24,Male,High,N,52905
C05917,64,F,Low,Y,53437
C05918,41,M,High,N,72885
C05919,57,male,Medium,N,66725
C05920,52,F,Low,N,72383
C05921,45,male,Medium,Y,04133
C05922,63,F,,N,08505
C05923,46,M,High,N,97795
C05924,32,M,High,Y,37793
C05925,50,male,Medium,N,96783
C05926,55,M,Medium,N,83222
C05927,67,F,High,N,13196
C05928,43,male,High,N,04997
C05929,23,female,High,N,32504
C05930,56,female,Medium,N,36128
C05931,54,Female,Medium,N,04121
C05932,47,male,Low,N,18705
C05933,51,F,High,Y,22555
C05934,29,Male,Low,N,81964
C05935,49,Female,High,N,26437
C05936,20,Male,,Y,83460
C05937,32,female,Low,Y,73838
C05938,67,male,Low,Y,25482
C05939,66,Female,High,N,67274
C05940,41,F,Medium,Y,88313
C05941,22,F,High,N,76000
C05942,69,male,High,N,59096
C05943,25,F,High,N,86915
C05944,69,female,Low,N,42292
C05945,41,male,High,N,83467
C05946,24,F,Medium,N,81718
C05947,22,male,High,N,24240
C05948,54,M,,N,55242
C05949,34,male,Medium,Y,74235
C05950,19,female,High,Y,38201
C05951,61,M,High,Y,85143
C05952,67,F,Medium,N,93539
C05953,50,Male,Medium,N,83987
C05954,36,Female,,N,85384
C05955,45,F,High,N,66870
C05956,33,F,Low,Y,08666
C05957,19,male,Low,N,73038
C05958,19,F,High,Y,79067
C05959,62,Male,High,Y,45610
C05960,33,F,Medium,N,39611
C05961,23,male,Medium,Y,19559
C05962,67,female,Low,Y,83843
C05963,31,F,High,Y,67861
C05964,30,male,High,N,36856
C05965,31,male,High,Y,89916
C05966,42,M,High,Y,96336
C05967,58,Female,Low,N,19062
C05968,39,F,Medium,N,51743
C05969,61,M,Medium,Y,53880
C05970,54,female,Medium,Y,39182
C05971,21,female,Low,N,94945
C05972,41,male,,N,71143
C05973,21,Female,High,N,60070
C05974,51,Male,Low,Y,83830
C05975,34,Female,,Y,45675
C05976,49,female,,Y,09664
C05977,66,Male,Low,Y,52320
C05978,32,Female,High,Y,62797
C05979,67,F,,Y,80580
C05980,69,female,Medium,Y,41196
C05981,26,Male,Medium,Y,54342
C05982,32,M,,N,11909
C05983,41,female,Medium,N,80693
C05984,66,Male,Medium,N,33549
C05985,42,male,,N,90868
C05986,33,Female,Low,N,53565
C05987,25,female,Medium,N,01624
C05988,60,M,,N,97060
C05989,25,M,Medium,N,44353
C05990,27,M,Medium,N,76762
C05991,61,female,Medium,N,48952
C05992,32,male,High,N,92356
C05993,39,Male,Medium,Y,64575
C05994,50,M,Low,N,77786
C05995,64,M,Low,N,34901
C05996,30,male,Medium,Y,74846
C05997,64,Male,High,Y,39021
C05998,57,M,Medium,N,84533
C05999,52,F,,Y,04872
C06000,55,Female,High,Y,51383
C06001,37,F,Low,N,21576
C06002,39,F,High,N,92217
C06003,21,M,High,Y,96878
C06004,47,M,High,Y,04347
C06005,65,Male,Low,Y,42855
C06006,38,male,Medium,N,06248
C06007,24,Male,Low,Y,32842
C06008,24,M,,N,98544
C06009,19,Male,Low,Y,78007
C06010,29,male,,Y,69659
C06011,60,Female,Medium,N,70717
C06012,62,Male,High,Y,57976
C06013,36,Female,Medium,Y,22146
C06014,68,female,High,Y,07594
C06015,19,M,Medium,N,08910
C06016,37,Female,High,N,19321
C06017,51,female,Medium,Y,16645
C06018,26,Female,Medium,N,23870
C06019,34,F,,N,99756
C06020,44,M,,Y,19710
C06021,44,F,Low,N,30726
C06022,67,female,Low,Y,24882
C06023,39,F,High,N,19265
C06024,56,Male,Low,Y,99682
C06025,69,M,Medium,N,91186
C06026,48,male,High,Y,29196
C06027,38,Male,Low,Y,51399
C06028,39,Female,High,N,84640
C06029,63,F,Medium,Y,88133
C06030,56,M,Medium,N,31248
C06031,59,F,Medium,N,41277
C06032,35,F,High,N,86524
C06033,48,Male,Medium,N,20852
C06034,25,Female,Low,Y,36995
C06035,40,female,High,Y,78558
C06036,66,Female,Low,Y,12714
C06037,31,Male,Medium,Y,27224
C06038,25,Female,Low,Y,53831
C06039,35,F,Medium,N,96041
C06040,21,female,High,Y,18615
C06041,27,M,Low,Y,01669
C06042,21,M,Medium,N,48156
C06043,43,M,Low,Y,62018
C06044,32,female,Medium,Y,97888
C06045,46,M,Low,N,06054
C06046,50,male,Medium,N,24350
C06047,18,Female,High,Y,17846
C06048,21,Female,Medium,Y,81533
C06049,24,Male,High,Y,74085
C06050,42,female,Medium,N,16809
C06051,19,female,High,Y,00847
C06052,35,Female,High,Y,79235
C06053,50,female,Low,N,14901
C06054,62,M,High,Y,48373
C06055,21,female,Medium,Y,49144
C06056,54,Male,Low,Y,30794
C06057,18,M,Medium,Y,51291
C06058,61,male,Medium,Y,90009
C06059,62,male,Low,N,23092
C06060,21,Female,High,N,39909
C06061,21,F,Medium,N,21500
C06062,51,Male,Low,N,05807
C06063,62,Female,High,Y,22296
C06064,39,F,Low,N,76148
C06065,63,M,Low,N,01681
C06066,33,Female,Medium,N,90305
C06067,39,Female,Medium,N,64496
C06068,45,Male,Medium,N,27253
C06069,67,female,High,N,51116
C06070,60,Male,Low,Y,59778
C06071,23,male,Medium,Y,99239
C06072,69,male,High,Y,76438
C06073,59,M,High,Y,68307
C06074,67,Female,Medium,N,72569
C06075,38,Female,Low,Y,55456
C06076,28,F,Medium,N,18342
C06077,33,female,Medium,Y,10550
C06078,65,Male,Medium,N,15410
C06079,27,Female,High,Y,66724
C06080,65,M,Low,N,22200
C06081,28,M,Low,Y,69214
C06082,18,Female,Medium,Y,49417
C06083,29,Male,High,Y,64853
C06084,45,male,High,Y,31270
C06085,41,M,Low,Y,44995
C06086,35,F,,N,76765
C06087,42,male,,N,18221
C06088,47,male,High,Y,98668
C06089,61,female,Low,Y,30078
C06090,46,F,Medium,N,39037
C06091,66,male,,Y,63867
C06092,50,F,Low,Y,74342
C06093,28,M,Medium,N,28574
C06094,56,Male,Low,N,53122
C06095,58,Male,High,Y,62136
C06096,26,female,Low,Y,83184
C06097,51,male,Low,N,80873
C06098,51,F,Low,N,09952
C06099,35,F,High,Y,96862
C06100,57,Female,Low,N,86562
C06101,52,M,Low,N,46948
C06102,64,female,High,Y,27127
C06103,23,Male,Low,Y,04991
C06104,44,Male,High,Y,06349
C06105,52,Female,Medium,N,10349
C06106,62,M,High,N,04406
C06107,55,M,High,N,14354
C06108,61,female,Low,Y,45786
C06109,59,Male,Medium,Y,76596
C06110,34,M,Low,Y,15045
C06111,21,female,,Y,44245
C06112,64,male,Low,N,68689
C06113,28,M,Low,Y,06023
C06114,39,F,Low,N,64476
C06115,63,M,Medium,N,55389
C06116,48,female,High,N,18360
C06117,60,Female,Low,N,72106
C06118,45,Male,Low,N,78431
C06119,67,F,,N,82812
C06120,19,female,Low,Y,04294
C06121,19,F,Low,Y,29026
C06122,66,male,Low,Y,98796
C06123,27,female,High,Y,95963
C06124,68,Male,,N,65256
C06125,57,Male,High,Y,41445
C06126,49,female,Low,N,88039
C06127,18,Female,Medium,N,28284
C06128,27,male,Low,N,17696
C06129,63,male,High,Y,57847
C06130,29,male,Medium,N,14333
C06131,36,Female,Medium,N,07999
C06132,67,F,High,N,56525
C06133,43,female,High,Y,19560
C06134,33,F,Low,N,62376
C06135,39,Female,Low,Y,00744
C06136,61,male,,Y,87068
C06137,24,Male,High,N,22158
C06138,40,male,High,Y,29694
C06139,28,female,High,Y,37948
C06140,29,F,Medium,N,32546
C06141,32,female,Low,N,89449
C06142,32,Male,Medium,Y,91689
C06143,57,female,Medium,N,14014
C06144,41,M,Low,Y,04042
C06145,43,M,Low,N,29524
C06146,30,F,,Y,07474
C06147,69,M,Medium,Y,77600
C06148,62,M,High,N,82259
C06149,31,female,Medium,Y,45758
C06150,21,Male,High,N,25619
C06151,28,male,High,Y,30240
C06152,61,male,High,N,89546
C06153,59,Female,Medium,N,05899
C06154,25,Male,,N,86191
C06155,53,Male,High,N,94644
C06156,54,female,Medium,Y,85441
C06157,54,F,Low,N,81662
C06158,19,F,High,N,72922
C06159,66,Male,Medium,Y,59393
C06160,19,Female,Low,N,30885
C06161,37,Male,Low,N,43758
C06162,42,M,Low,N,51000
C06163,40,male,,N,02297
C06164,30,female,Low,N,18606
C06165,37,Female,Low,Y,12507
C06166,67,female,Low,N,07467
C06167,58,M,Medium,N,38594
C06168,38,Male,Medium,Y,81896
C06169,29,female,Low,Y,60756
C06170,23,Male,Medium,N,28141
C06171,46,female,Low,Y,33021
C06172,67,Female,Low,N,41242
C06173,22,M,Medium,N,46745
C06174,56,M,High,Y,89422
C06175,58,female,Low,Y,24802
C06176,50,Male,Medium,N,35258
C06177,56,female,Low,Y,32210
C06178,22,male,Low,N,75293
C06179,49,F,Medium,Y,42652
C06180,52,Female,Medium,Y,47263
C06181,65,Female,High,Y,03488
C06182,24,Female,High,N,97187
C06183,28,female,High,Y,96354
C06184,28,M,,Y,50405
C06185,60,M,Medium,N,15676
C06186,69,male,Low,N,86907
C06187,37,male,Medium,Y,99386
C06188,61,male,Medium,N,55279
C06189,40,Female,High,Y,00545
C06190,39,F,Medium,Y,10482
C06191,37,male,High,N,29973
C06192,46,Female,High,N,67557
C06193,39,M,High,Y,66204
C06194,37,male,High,N,06273
C06195,38,Male,Medium,N,83417
C06196,41,male,Low,N,96377
C06197,49,M,Low,N,37192
C06198,49,Male,,Y,38025
C06199,64,M,Low,N,78256
C06200,52,M,Medium,N,84383
C06201,28,F,High,N,90840
C06202,18,Female,Low,Y,90568
C06203,66,male,High,N,42033
C06204,66,male,High,N,82993
C06205,52,Female,,Y,45439
C06206,44,M,High,Y,09569
C06207,56,male,High,Y,34406
C06208,43,Male,Medium,N,23985
C06209,18,Male,Medium,Y,54034
C06210,59,F,Medium,Y,58665
C06211,66,Male,Medium,Y,73385
C06212,65,Male,,N,28007
C06213,19,Female,,Y,34517
C06214,28,F,High,Y,46034
C06215,53,female,Medium,N,18479
C06216,35,Female,Low,N,04881
C06217,20,F,Low,Y,45661
C06218,27,F,Low,Y,20610
C06219,45,female,High,N,47967
C06220,46,F,Low,Y,11662
C06221,20,male,Low,N,20246
C06222,35,female,Medium,N,20686
C06223,21,F,Medium,Y,15380
C06224,21,female,Low,Y,27492
C06225,41,female,,N,29191
C06226,50,female,Low,N,03940
C06227,34,Male,Medium,Y,31719
C06228,50,M,Medium,Y,01656
C06229,35,female,High,Y,19294
C06230,28,Female,Medium,N,20126
C06231,62,F,Medium,Y,97272
C06232,35,Female,Low,N,07085
C06233,44,F,Low,Y,45115
C06234,35,Male,Low,N,08294
C06235,58,Female,Medium,N,70507
C06236,54,male,Medium,Y,15906
C06237,42,M,High,Y,84535
C06238,49,F,Low,N,46568
C06239,67,M,Medium,N,42632
C06240,37,F,Low,Y,92141
C06241,36,Female,Medium,Y,95388
C06242,61,M,Low,Y,55008
C06243,27,Male,High,Y,63325
C06244,47,Female,Low,N,48297
C06245,38,Female,Medium,Y,65123
C06246,30,F,Low,Y,56730
C06247,53,Female,High,N,49438
C06248,31,M,High,Y,45793
C06249,42,M,,Y,82924
C06250,57,M,Medium,N,59545
C06251,62,Female,,Y,87870
C06252,23,M,High,N,74049
C06253,24,male,Low,Y,39739
C06254,64,F,,N,07360
C06255,69,male,Medium,N,72317
C06256,20,female,Low,Y,24276
C06257,18,M,Medium,Y,48694
C06258,58,Female,Low,N,90151
C06259,68,female,High,Y,48071
C06260,28,female,Low,Y,32533
C06261,34,M,High,Y,31723
C06262,69,M,High,N,39867
C06263,32,Male,Low,Y,52526
C06264,66,Male,High,N,17532
C06265,18,male,Low,N,23506
C06266,45,F,High,Y,73035
C06267,48,F,Low,Y,62104
C06268,58,Female,Medium,Y,69298
C06269,38,female,Medium,N,73405
C06270,24,M,High,Y,40083
C06271,34,male,Medium,N,02729
C06272,34,male,Medium,N,22968
C06273,18,Female,Low,N,96438
C06274,62,Female,High,N,62558
C06275,69,F,,Y,17982
C06276,28,M,Low,Y,58671
C06277,58,M,Low,N,88123
C06278,50,female,High,Y,66521
C06279,18,Male,Low,Y,81136
C06280,68,Male,Medium,N,50886
C06281,30,F,Low,Y,87961
C06282,20,F,Low,N,13426
C06283,56,female,Medium,Y,62821
C06284,41,female,Medium,N,48252
C06285,21,male,High,N,07179
C06286,46,M,Medium,N,16183
C06287,46,Female,High,N,85362
C06288,18,Male,Low,N,13102
C06289,23,F,,N,53994
C06290,67,male,Low,N,72384
C06291,45,Female,Medium,N,49306
C06292,57,Male,Low,N,22452
C06293,43,F,High,Y,59018
C06294,62,male,High,N,83286
C06295,23,F,Medium,N,92437
C06296,29,Female,Medium,N,22498
C06297,25,male,Low,Y,79700
C06298,46,female,Medium,N,57783
C06299,63,F,High,Y,85224
C06300,31,female,High,N,52926
C06301,30,M,Low,Y,21490
C06302,21,female,Medium,N,06873
C06303,38,Male,High,N,23190
C06304,19,Female,High,N,63627
C06305,64,F,Medium,N,82248
C06306,58,M,Low,Y,90738
C06307,54,female,,Y,21718
C06308,34,male,High,N,41194
C06309,23,female,Medium,Y,44555
C06310,53,M,Low,N,79548
C06311,65,F,Medium,Y,03126
C06312,46,male,High,Y,57397
C06313,44,male,Medium,Y,27306
C06314,38,female,Medium,N,35952
C06315,47,F,,N,21829
C06316,32,M,Low,N,74528
C06317,36,male,High,Y,50114
C06318,21,female,Medium,Y,15666
C06319,27,Female,High,Y,46600
C06320,28,male,,Y,11932
C06321,52,Female,,Y,95370
C06322,63,male,Low,Y,99749
C06323,32,female,,Y,39627
C06324,51,F,Low,Y,27268
C06325,23,female,,N,80551
C06326,36,male,High,N,37423
C06327,43,male,High,Y,32319
C06328,19,male,High,N,35109
C06329,38,female,,Y,40454
C06330,55,Female,Medium,Y,17606
C06331,44,F,High,N,87148
C06332,21,M,Medium,Y,55350
C06333,46,Male,High,N,16823
C06334,44,male,Low,Y,80822
C06335,37,male,,Y,92908
C06336,25,female,High,Y,69447
C06337,52,Male,High,N,04973
C06338,55,male,Low,Y,85788
C06339,50,female,Low,N,53931
C06340,27,F,Medium,Y,85521
C06341,30,female,Medium,N,59731
C06342,33,Female,Low,Y,08735
C06343,40,Female,High,Y,64466
C06344,30,F,Medium,Y,37214
C06345,29,Female,Medium,N,33750
C06346,66,Male,Low,Y,05605
C06347,42,M,High,N,36782
