CustomerID,TransactionID,Date,StoreID,ProductCategory,AmountSpent,Quantity,DiscountApplied
C05666,T119560,06/19/2024,S002,Toys,70.27,1,5
C04759,T119561,2024-10-29,S049,Beauty,81.21,1,10
C01592,T119562,2023-11-15,S038,Toys,113.01,2,15
C00615,T119563,2024-02-02,S032,Electronics,26.53,3,5
C09879,T119564,01/30/2024,S050,Clothing,20.12,1,20
C07074,T119565,08/12/2023,S049,Toys,72.01,4,10
C07104,T119566,2025-01-21,S033,Electronics,5.0,3,5
C05739,T119567,2025-03-07,S019,Beauty,86.71,2,15
C01574,T119568,07/29/2023,S048,Clothing,,2,10
C02988,T119569,2023-10-05,S043,Clothing,141.61,1,10
C06542,T119570,09/21/2024,S027,Beauty,44.32,4,10
C06178,T119571,10/29/2024,S010,Home,96.71,3,10
C02316,T119572,06/19/2024,S030,Clothing,114.2,2,0
C06453,T119573,2025-05-12,S040,Toys,141.61,4,15
C02930,T119574,2023-08-17,S013,Beauty,163.59,4,0
C09881,T119575,2024-01-23,S034,Home,,1,15
C00644,T119576,2025-03-14,S023,Toys,121.81,2,10
C08779,T119577,03/16/2024,S045,Clothing,137.65,1,5
C07313,T119578,2025-02-01,S041,Home,178.18,2,0
C02168,T119579,03/29/2025,S007,Home,140.91,1,20
C02703,T119580,2025-03-07,S005,Home,89.37,3,20
C07881,T119581,02/19/2024,S010,Beauty,126.56,1,0
C08553,T119582,2023-09-18,S008,Home,79.02,1,10
C07052,T119583,2024-05-20,S012,Home,86.67,1,15
C00271,T119584,2024-09-06,S012,Electronics,123.47,2,20
C06152,T119585,2024-10-29,S047,Beauty,5.0,3,0
C01041,T119586,2024-09-24,S011,Clothing,96.54,2,5
C09080,T119587,04/23/2024,S026,Beauty,169.58,4,15
C00040,T119588,01/07/2024,S009,Toys,84.0,1,0
C05960,T119589,03/31/2024,S041,Beauty,5.0,1,5
C04394,T119590,2025-06-03,S020,Electronics,30.05,2,20
C01624,T119591,01/16/2024,S018,Beauty,66.87,3,15
C01556,T119592,2023-12-30,S035,Home,96.83,1,0
C01787,T119593,2023-06-21,S020,Toys,54.98,1,5
C00615,T119594,12/09/2023,S001,Toys,93.45,1,5
C01635,T119595,12/23/2023,S029,Electronics,103.14,1,15
C08522,T119596,2023-11-26,S033,Clothing,153.74,1,5
C03241,T119597,05/09/2024,S045,Home,115.8,4,10
C03540,T119598,05/07/2025,S032,Clothing,,4,20
C06440,T119599,2025-05-09,S019,Toys,,1,5
C08591,T119600,2023-06-07,S036,Electronics,139.52,2,15
C05129,T119601,07/31/2023,S007,Home,96.69,3,15
C09027,T119602,2024-04-02,S031,Clothing,122.22,2,0
C06598,T119603,2024-11-02,S033,Toys,88.49,1,5
C01789,T119604,12/19/2024,S006,Electronics,83.46,2,15
C02424,T119605,2024-08-11,S017,Home,80.69,3,5
C08757,T119606,2024-06-30,S038,Home,100.53,4,0
C05760,T119607,07/14/2024,S019,Electronics,128.08,3,15
C02970,T119608,07/01/2023,S025,Toys,92.25,4,20
C08244,T119609,02/11/2024,S047,Electronics,67.34,3,10
C04028,T119610,02/11/2025,S019,Toys,52.08,1,15
C03944,T119611,2025-02-07,S042,Home,212.83,4,0
C06060,T119612,2025-01-18,S015,Toys,127.32,3,20
C06371,T119613,2024-04-24,S019,Toys,49.86,57,15
C00320,T119614,2024-08-23,S011,Clothing,39.72,4,5
C07963,T119615,01/06/2024,S023,Clothing,104.78,3,5
C04646,T119616,01/20/2025,S019,Home,33.27,3,0
C01772,T119617,05/19/2025,S005,Beauty,118.76,2,5
C07817,T119618,2025-05-25,S008,Electronics,95.6,4,20
C08691,T119619,05/02/2025,S024,Home,180.88,2,5
C00274,T119620,2024-07-01,S008,Toys,61.3,2,15
C08854,T119621,2023-12-05,S034,Beauty,35.55,3,20
C04288,T119622,08/21/2024,S048,Home,31.05,3,10
C05289,T119623,03/30/2025,S047,Electronics,83.72,1,5
C06810,T119624,12/08/2024,S028,Home,5.0,4,20
C09075,T119625,10/05/2023,S039,Electronics,162.41,4,20
C04706,T119626,2024-01-09,S032,Electronics,5.0,2,10
C07204,T119627,2024-06-25,S021,Beauty,113.04,3,15
C06664,T119628,2023-11-23,S029,Electronics,,2,10
C00358,T119629,2023-08-17,S034,Beauty,,1,15
C08664,T119630,2024-04-19,S035,Toys,73.96,4,5
C07972,T119631,01/11/2025,S021,Electronics,51.34,1,10
C01520,T119632,03/17/2025,S011,Electronics,129.7,3,20
C08090,T119633,05/23/2024,S033,Clothing,95.72,3,0
C07164,T119634,2024-01-04,S023,Beauty,192.49,1,15
C05619,T119635,06/03/2025,S030,Beauty,5.0,2,10
C01284,T119636,2024-11-05,S027,Home,138.06,2,10
C02282,T119637,06/13/2023,S048,Toys,115.42,1,10
C02942,T119638,2024-01-06,S003,Beauty,110.97,1,10
C08795,T119639,2023-11-03,S022,Toys,84.03,4,15
C07177,T119640,2024-09-13,S026,Electronics,105.18,3,10
C09148,T119641,2024-04-17,S046,Beauty,51.14,4,20
C04896,T119642,01/25/2024,S004,Clothing,134.27,4,15
C04970,T119643,07/20/2023,S041,Beauty,160.92,4,0
C09800,T119644,12/14/2023,S015,Clothing,179.72,1,15
C05994,T119645,2024-06-26,S028,Clothing,166.6,60,20
C03426,T119646,03/19/2025,S026,Electronics,124.47,4,0
C09630,T119647,2023-10-15,S005,Clothing,40.46,4,0
C09680,T119648,2024-06-16,S032,Electronics,74.26,1,20
C04444,T119649,11/12/2024,S021,Toys,141.45,1,15
C08782,T119650,12/10/2023,S049,Clothing,126.87,2,20
C05359,T119651,2024-12-19,S010,Electronics,58.85,4,10
C06468,T119652,04/04/2025,S008,Clothing,57.13,1,15
C08248,T119653,04/27/2025,S049,Home,18.78,4,5
C03800,T119654,01/31/2025,S027,Toys,51.8,3,15
C01644,T119655,03/05/2025,S001,Toys,167.4,2,15
C07237,T119656,2023-10-04,S010,Clothing,146.51,4,5
C06512,T119657,07/02/2024,S009,Electronics,86.46,2,15
C01632,T119658,2023-08-06,S024,Clothing,139.38,4,15
C01725,T119659,2025-03-22,S027,Beauty,83.44,2,20
C05022,T119660,01/31/2024,S025,Electronics,40.03,2,5
C09220,T119661,2024-11-06,S030,Beauty,70.04,1,0
C08897,T119662,2025-03-16,S046,Home,93.71,2,10
C06678,T119663,10/19/2023,S029,Home,50.17,3,10
C09975,T119664,02/17/2025,S010,Clothing,,3,10
C04654,T119665,2024-04-08,S010,Toys,,4,0
C00997,T119666,05/25/2024,S009,Clothing,159.51,3,10
C05586,T119667,02/02/2024,S046,Beauty,134.29,4,10
C00669,T119668,10/06/2023,S006,Beauty,148.0,3,10
C09649,T119669,12/25/2024,S046,Electronics,124.21,4,5
C05347,T119670,12/25/2023,S009,Toys,95.41,3,20
C07618,T119671,09/10/2023,S039,Electronics,,3,15
C06089,T119672,08/29/2024,S008,Electronics,100.46,1,5
C00030,T119673,2024-03-27,S001,Toys,118.61,1,0
C02740,T119674,10/09/2024,S048,Toys,75.55,2,5
C08442,T119675,06/18/2024,S030,Electronics,79.99,2,20
C00869,T119676,06/02/2024,S030,Toys,14.62,4,0
C03510,T119677,2023-11-10,S028,Electronics,142.03,1,15
C02153,T119678,2025-05-08,S004,Beauty,146.22,3,20
C09234,T119679,04/07/2025,S021,Clothing,162.02,2,10
C06561,T119680,10/03/2024,S033,Beauty,166.61,4,10
C00657,T119681,12/28/2023,S046,Toys,154.23,2,10
C07237,T119682,2024-01-08,S019,Electronics,94.6,1,0
C06501,T119683,2023-11-18,S013,Electronics,134.39,3,10
C01908,T119684,2023-10-19,S042,Clothing,5.0,4,15
C05407,T119685,08/12/2024,S050,Beauty,74.96,2,0
C03712,T119686,05/04/2024,S002,Beauty,52.79,2,15
C08329,T119687,03/11/2025,S038,Clothing,185.35,2,15
C09188,T119688,2025-01-19,S001,Toys,128.59,3,15
C05832,T119689,06/27/2024,S012,Clothing,103.15,3,15
C03918,T119690,01/23/2025,S036,Toys,92.5,2,5
C06988,T119691,06/25/2023,S034,Electronics,171.87,1,5
C09959,T119692,2024-09-27,S036,Electronics,44.15,4,0
C05248,T119693,10/04/2023,S029,Clothing,86.95,2,15
C09035,T119694,03/21/2024,S006,Toys,53.53,77,5
C06788,T119695,11/21/2024,S004,Clothing,145.14,2,0
C03891,T119696,2024-04-01,S014,Beauty,53.1,3,10
C07522,T119697,2024-07-27,S005,Toys,57.45,2,20
C07198,T119698,2024-07-24,S020,Toys,96.44,4,0
C05647,T119699,2025-05-24,S002,Home,123.2,74,0
C07583,T119700,2025-03-10,S012,Beauty,5.0,4,5
C07292,T119701,12/01/2023,S028,Clothing,124.92,4,5
C05835,T119702,01/21/2024,S009,Toys,79.72,4,20
C07416,T119703,06/17/2023,S038,Electronics,82.67,4,5
C03638,T119704,2024-11-18,S012,Beauty,113.73,3,5
C07907,T119705,2023-12-13,S002,Home,149.11,3,10
C09920,T119706,02/18/2025,S049,Beauty,113.96,4,0
C08908,T119707,05/10/2025,S020,Clothing,131.21,1,10
C03948,T119708,12/10/2023,S043,Beauty,191.22,4,5
C09984,T119709,06/04/2024,S040,Clothing,89.75,2,10
C07397,T119710,2024-11-08,S012,Electronics,127.27,4,5
C03128,T119711,09/15/2024,S001,Beauty,128.66,2,15
C02562,T119712,2024-01-03,S029,Clothing,19.89,4,20
C02134,T119713,2024-04-21,S021,Electronics,190.52,4,0
C02704,T119714,2024-06-23,S040,Electronics,134.57,2,10
C00926,T119715,01/07/2024,S001,Toys,130.53,1,5
C08563,T119716,02/25/2025,S046,Beauty,81.7,1,15
C00278,T119717,2025-05-20,S024,Home,51.87,2,5
C07268,T119718,10/02/2024,S047,Beauty,112.11,3,20
C04393,T119719,01/04/2024,S033,Clothing,85.39,1,0
C03745,T119720,06/06/2024,S006,Electronics,81.57,3,5
C05317,T119721,10/23/2024,S015,Electronics,123.5,4,0
C08024,T119722,02/06/2025,S021,Toys,138.11,3,20
C02979,T119723,02/26/2025,S004,Clothing,5.0,4,15
C08158,T119724,06/30/2024,S019,Beauty,135.72,4,20
C07165,T119725,2023-09-07,S031,Electronics,112.56,1,0
C03826,T119726,07/26/2023,S015,Home,124.07,4,0
C09633,T119727,2023-09-05,S002,Beauty,,4,20
C04384,T119728,10/16/2024,S016,Beauty,107.58,2,10
C04569,T119729,2023-11-03,S049,Electronics,52.41,3,15
C08432,T119730,11/18/2024,S029,Toys,28.63,3,15
C09860,T119731,2023-07-20,S029,Clothing,181.91,3,0
C03959,T119732,2023-12-26,S017,Home,119.29,4,15
C04253,T119733,03/11/2025,S050,Home,86.64,4,10
C03017,T119734,03/04/2024,S028,Home,61.54,3,5
C00147,T119735,2023-11-09,S006,Toys,,2,10
C01974,T119736,2024-12-19,S020,Electronics,183.9,2,5
C09735,T119737,2023-11-12,S009,Home,176.7,2,20
C03911,T119738,2023-07-16,S012,Clothing,182.02,3,15
C09006,T119739,01/02/2025,S012,Home,115.49,2,0
C01617,T119740,2024-07-06,S025,Clothing,30.66,2,0
C01254,T119741,06/26/2023,S009,Toys,85.33,2,10
C03879,T119742,2024-09-23,S032,Beauty,134.63,1,20
C00083,T119743,2025-02-09,S009,Toys,56.46,1,0
C08136,T119744,08/08/2023,S012,Home,227.26,4,0
C08871,T119745,2024-11-28,S022,Home,59.02,3,15
C04589,T119746,05/05/2024,S010,Beauty,56.3,2,10
C08286,T119747,2024-05-21,S018,Clothing,91.49,2,0
C02460,T119748,10/04/2023,S018,Toys,108.81,3,5
C08843,T119749,2024-09-30,S043,Electronics,72.79,1,15
C06787,T119750,11/02/2023,S042,Toys,157.46,2,5
C09210,T119751,2024-11-08,S040,Toys,131.59,1,5
C04792,T119752,2025-04-30,S023,Clothing,178.63,4,0
C05775,T119753,2023-08-27,S010,Toys,102.47,1,0
C09211,T119754,08/24/2023,S024,Electronics,119.44,4,20
C08902,T119755,06/30/2023,S003,Clothing,56.11,4,5
C01094,T119756,2024-11-14,S035,Clothing,53.19,3,15
C01879,T119757,2024-12-09,S013,Clothing,172.88,1,15
C06093,T119758,03/03/2025,S036,Toys,180.93,2,5
C05635,T119759,2024-12-08,S010,Home,100.42,34,5
C01839,T119760,10/15/2024,S020,Beauty,112.07,3,5
C07317,T119761,2023-07-06,S029,Beauty,77.84,2,0
C07286,T119762,06/20/2023,S038,Clothing,16.69,4,5
C00702,T119763,11/14/2024,S013,Clothing,147.86,4,5
C02916,T119764,01/18/2024,S041,Toys,208.77,3,20
C00376,T119765,10/02/2023,S032,Electronics,153.79,3,5
C04667,T119766,2025-05-25,S007,Clothing,57.57,4,5
C05734,T119767,07/11/2023,S002,Home,68.17,1,20
C06950,T119768,09/20/2023,S041,Toys,156.97,3,10
C02107,T119769,2023-11-25,S016,Toys,121.53,3,15
C03460,T119770,09/29/2023,S040,Beauty,89.12,1,10
C02161,T119771,2025-01-11,S019,Clothing,54.76,2,15
C02636,T119772,04/19/2024,S006,Home,102.03,4,5
C04657,T119773,2025-05-14,S046,Electronics,111.41,4,5
C08671,T119774,06/04/2025,S037,Toys,137.9,4,15
C04538,T119775,2023-10-15,S038,Electronics,5.0,2,15
C03880,T119776,11/05/2024,S011,Clothing,112.4,4,5
C08282,T119777,01/18/2025,S046,Beauty,77.21,4,15
C08961,T119778,08/09/2024,S001,Toys,69.78,4,15
C01855,T119779,12/22/2023,S042,Beauty,112.97,1,10
C04639,T119780,2023-11-20,S047,Home,85.13,3,10
C01104,T119781,07/13/2023,S017,Beauty,74.56,4,5
C09141,T119782,01/20/2024,S004,Beauty,87.69,2,10
C04515,T119783,2023-11-10,S010,Clothing,173.6,4,20
C08006,T119784,2025-01-27,S024,Clothing,,3,10
C00574,T119785,2023-10-10,S024,Toys,92.27,3,10
C05611,T119786,2024-08-13,S021,Beauty,82.77,1,5
C01080,T119787,2024-11-22,S027,Clothing,144.22,3,5
C02821,T119788,09/24/2024,S003,Clothing,141.27,3,20
C04971,T119789,10/04/2023,S035,Electronics,,1,20
C07301,T119790,04/26/2024,S025,Clothing,99.64,2,10
C09506,T119791,2023-09-04,S001,Toys,68.26,4,20
C00277,T119792,2023-07-10,S004,Clothing,104.75,1,10
C02850,T119793,02/28/2025,S007,Toys,118.52,2,5
C07048,T119794,01/19/2025,S025,Clothing,85.49,3,10
C07680,T119795,12/11/2024,S038,Home,147.97,1,0
C05548,T119796,11/16/2024,S046,Beauty,66.2,2,5
C01799,T119797,2023-11-19,S043,Toys,119.62,4,5
C06441,T119798,2024-11-25,S023,Toys,149.99,3,20
C02121,T119799,2023-08-20,S005,Toys,129.67,3,0
C04217,T119800,2023-06-06,S047,Beauty,198.47,1,0
C06394,T119801,2024-04-08,S023,Toys,144.34,3,20
C00815,T119802,2024-01-20,S023,Home,127.38,1,20
C08901,T119803,01/29/2025,S040,Toys,,1,10
C01262,T119804,2024-06-18,S039,Clothing,166.35,3,20
C04597,T119805,2023-09-09,S007,Toys,41.22,1,5
C01896,T119806,2025-03-20,S018,Electronics,74.7,3,10
C07163,T119807,01/14/2025,S040,Beauty,151.81,1,10
C00463,T119808,11/01/2024,S044,Toys,83.81,1,20
C07468,T119809,2024-07-10,S017,Clothing,126.42,3,0
C07632,T119810,10/25/2023,S021,Beauty,70.85,3,10
C03236,T119811,12/27/2024,S048,Home,97.11,3,0
C04940,T119812,2025-02-06,S049,Toys,116.91,1,0
C00588,T119813,2023-07-05,S039,Toys,99.54,3,20
C06600,T119814,01/30/2025,S014,Home,121.93,3,5
C07112,T119815,04/20/2025,S044,Toys,53.09,1,15
C05493,T119816,2023-06-13,S036,Toys,128.24,3,5
C03206,T119817,2023-08-18,S005,Toys,11.91,1,0
C02152,T119818,02/05/2024,S035,Home,128.75,4,15
C02543,T119819,09/12/2024,S026,Home,157.79,4,0
C06732,T119820,01/08/2025,S022,Home,110.36,2,15
C01020,T119821,2024-12-18,S042,Toys,159.4,3,10
C05761,T119822,2023-11-24,S016,Clothing,156.89,1,10
C00395,T119823,2023-10-28,S011,Home,27.53,4,0
C09780,T119824,2025-01-02,S050,Toys,181.0,1,5
C01476,T119825,05/29/2024,S029,Electronics,96.35,1,10
C06516,T119826,05/28/2025,S009,Clothing,74.65,2,20
C05219,T119827,2025-03-23,S025,Beauty,,4,10
C01402,T119828,06/06/2024,S007,Home,142.03,1,5
C08389,T119829,2023-11-02,S014,Beauty,,2,5
C07410,T119830,03/01/2025,S014,Clothing,72.95,1,0
C05083,T119831,10/22/2024,S010,Clothing,94.47,2,5
C02506,T119832,2023-09-12,S028,Toys,59.8,2,0
C05861,T119833,02/24/2025,S042,Electronics,90.44,1,10
C08720,T119834,08/30/2024,S049,Beauty,117.73,2,0
C05161,T119835,2025-04-03,S029,Toys,18.55,4,5
C02389,T119836,10/08/2024,S011,Electronics,251.05,4,5
C04748,T119837,08/27/2024,S049,Clothing,106.44,3,5
C09232,T119838,03/15/2025,S040,Toys,119.95,2,20
C01667,T119839,07/19/2024,S044,Toys,162.67,4,10
C03122,T119840,2024-09-27,S023,Beauty,54.12,3,10
C02892,T119841,2025-04-19,S027,Toys,75.84,2,10
C02072,T119842,2024-04-23,S005,Beauty,,2,20
C09708,T119843,2024-05-31,S038,Home,116.83,2,15
C07953,T119844,07/25/2023,S043,Toys,15.48,3,20
C07719,T119845,2025-03-09,S040,Electronics,76.95,2,15
C06281,T119846,2024-04-30,S021,Electronics,169.96,1,10
C05296,T119847,05/14/2024,S047,Electronics,112.56,4,20
C08811,T119848,03/18/2025,S014,Beauty,5.0,2,10
C07244,T119849,10/15/2024,S024,Beauty,67.66,1,10
C04500,T119850,2025-02-19,S010,Home,154.22,2,10
C00201,T119851,12/04/2023,S039,Home,102.55,1,10
C09374,T119852,09/16/2024,S015,Clothing,144.02,4,5
C08986,T119853,05/11/2025,S017,Electronics,159.21,2,10
C08231,T119854,10/09/2024,S001,Toys,185.3,2,20
C08716,T119855,2025-01-07,S037,Beauty,63.84,4,5
C04908,T119856,2024-11-17,S026,Clothing,20.72,3,0
C02590,T119857,2025-05-19,S020,Clothing,104.07,4,20
C01543,T119858,01/03/2024,S034,Beauty,215.72,1,20
C08405,T119859,11/05/2024,S007,Clothing,60.87,34,5
C06084,T119860,07/15/2024,S035,Home,53.43,2,10
C03721,T119861,06/11/2024,S020,Electronics,131.2,1,10
C09901,T119862,05/03/2024,S017,Home,106.44,4,0
C06257,T119863,01/31/2024,S005,Toys,25.23,1,0
C09036,T119864,03/16/2025,S040,Home,91.59,2,15
C05080,T119865,2024-02-14,S022,Beauty,122.73,1,15
C07054,T119866,2024-12-18,S006,Toys,122.95,2,5
C05115,T119867,01/12/2024,S047,Home,27.35,4,0
C09265,T119868,12/24/2023,S041,Clothing,132.07,3,20
C09928,T119869,2023-11-28,S024,Home,104.61,3,0
C07480,T119870,02/29/2024,S033,Clothing,61.81,2,0
C08864,T119871,06/11/2024,S008,Home,93.02,2,5
C09811,T119872,2024-11-28,S013,Clothing,235.76,2,20
C08676,T119873,03/30/2024,S006,Beauty,187.67,4,5
C00249,T119874,02/17/2024,S012,Clothing,157.76,3,5
C00215,T119875,11/26/2024,S002,Home,91.88,3,5
C09951,T119876,2024-04-30,S025,Clothing,106.35,3,15
C06354,T119877,01/19/2024,S005,Electronics,100.66,1,15
C08783,T119878,2025-03-24,S026,Home,108.24,3,0
C05079,T119879,2025-04-18,S036,Clothing,126.27,1,5
C07935,T119880,2024-08-30,S031,Home,195.49,2,15
C01815,T119881,08/09/2023,S046,Clothing,122.69,1,15
C01667,T119882,2025-02-26,S011,Clothing,139.19,3,10
C03269,T119883,11/03/2023,S040,Electronics,36.38,3,15
C02382,T119884,2024-10-11,S044,Beauty,57.36,3,15
C01683,T119885,2023-10-08,S011,Clothing,111.45,2,0
C09926,T119886,2024-09-09,S031,Home,153.09,1,15
C04568,T119887,2024-03-28,S031,Toys,5.0,2,10
C04938,T119888,2024-11-06,S010,Home,144.98,4,20
C01273,T119889,2024-06-13,S041,Electronics,197.34,1,10
C04081,T119890,09/24/2024,S034,Electronics,151.7,3,0
C08569,T119891,02/15/2025,S041,Clothing,162.58,1,0
C04483,T119892,2023-10-09,S002,Clothing,126.32,2,15
C08687,T119893,2024-06-23,S035,Electronics,151.41,3,20
C04919,T119894,2025-05-01,S044,Beauty,,4,10
C02821,T119895,2023-12-14,S050,Toys,202.57,3,5
C06093,T119896,04/14/2025,S013,Home,39.97,1,15
C05938,T119897,2025-03-03,S020,Electronics,112.18,2,10
C04715,T119898,2023-10-08,S010,Toys,14.9,4,0
C04202,T119899,2024-08-01,S024,Clothing,106.87,1,0
C08816,T119900,12/26/2024,S002,Electronics,130.19,54,5
C08026,T119901,2023-07-08,S040,Toys,162.87,1,15
C03976,T119902,12/24/2023,S036,Clothing,74.79,1,5
C06061,T119903,11/01/2023,S041,Home,123.79,1,20
C00473,T119904,2024-12-10,S020,Electronics,104.33,2,0
C08731,T119905,08/19/2023,S037,Electronics,31.95,2,20
C03071,T119906,04/21/2025,S025,Beauty,111.24,1,10
C01631,T119907,05/08/2025,S021,Electronics,,2,5
C09163,T119908,2024-10-21,S037,Home,170.07,4,10
C09525,T119909,01/04/2025,S013,Home,74.91,3,15
C05396,T119910,12/23/2023,S042,Beauty,130.05,4,20
C00980,T119911,2024-01-19,S008,Electronics,132.31,1,10
C00810,T119912,2024-04-26,S010,Electronics,184.35,2,15
C03016,T119913,01/29/2024,S042,Toys,77.21,21,10
C00690,T119914,2023-07-24,S033,Home,156.3,4,0
C04952,T119915,06/08/2023,S024,Electronics,57.17,2,10
C06239,T119916,2024-06-22,S040,Electronics,94.83,3,20
C02179,T119917,2024-01-19,S023,Toys,94.67,2,10
C07168,T119918,01/27/2024,S034,Electronics,,4,10
C04168,T119919,05/03/2024,S043,Electronics,143.34,1,15
C01793,T119920,01/26/2024,S037,Toys,191.67,3,0
C03115,T119921,12/19/2023,S008,Electronics,105.26,4,5
C04421,T119922,2024-02-23,S017,Clothing,58.73,3,20
C05808,T119923,06/13/2024,S004,Beauty,70.28,3,15
C07366,T119924,01/14/2024,S027,Clothing,136.94,2,20
C08457,T119925,06/28/2023,S048,Beauty,142.68,2,15
C07447,T119926,05/26/2025,S014,Beauty,91.46,4,10
C06263,T119927,2024-08-18,S026,Beauty,92.42,4,15
C04215,T119928,11/27/2023,S017,Electronics,117.91,2,5
C04700,T119929,01/22/2024,S002,Beauty,59.59,4,0
C06429,T119930,02/20/2024,S026,Home,80.78,2,0
C02116,T119931,2024-06-15,S023,Home,74.36,3,10
C06834,T119932,2024-03-14,S030,Beauty,180.78,2,10
C08436,T119933,2023-12-11,S026,Clothing,100.55,2,10
C07872,T119934,01/05/2024,S009,Toys,165.46,3,10
C08673,T119935,01/03/2025,S013,Toys,152.02,2,15
C05901,T119936,10/14/2023,S006,Home,129.84,4,15
C05684,T119937,2024-09-25,S042,Electronics,69.04,3,20
C02136,T119938,2023-10-02,S035,Clothing,106.0,2,5
C08622,T119939,2025-02-22,S002,Home,37.61,3,5
C08649,T119940,01/10/2025,S041,Electronics,113.06,2,0
C06036,T119941,11/26/2024,S014,Clothing,139.52,3,5
C08233,T119942,11/29/2024,S010,Clothing,39.81,3,0
C00317,T119943,2023-06-07,S006,Electronics,32.9,2,5
C06192,T119944,2024-02-17,S046,Toys,53.41,2,20
C04667,T119945,08/23/2023,S010,Toys,166.73,4,10
C04756,T119946,12/01/2023,S048,Beauty,30.45,3,5
C00829,T119947,2024-07-06,S030,Clothing,117.31,4,15
C01002,T119948,2025-01-12,S025,Beauty,54.59,3,20
C03662,T119949,2024-01-31,S026,Electronics,40.12,3,20
C00993,T119950,2024-12-04,S049,Electronics,,1,20
C01142,T119951,12/29/2024,S019,Electronics,15.7,3,0
C07034,T119952,04/05/2025,S016,Beauty,37.91,4,10
C09659,T119953,2024-07-19,S043,Home,82.05,2,10
C05401,T119954,01/21/2025,S003,Toys,107.96,4,15
C09843,T119955,03/24/2025,S041,Beauty,30.09,1,0
C09598,T119956,02/24/2025,S048,Home,102.59,4,0
C06511,T119957,2024-12-19,S009,Clothing,75.87,4,15
C06326,T119958,10/22/2024,S046,Toys,58.29,4,10
C04545,T119959,06/28/2024,S049,Electronics,44.84,3,20
C09879,T119960,09/09/2024,S018,Toys,102.61,3,10
C07257,T119961,2024-03-07,S016,Home,,1,15
C08608,T119962,03/15/2024,S009,Beauty,74.23,4,10
C00979,T119963,07/07/2023,S035,Clothing,64.6,1,15
C08438,T119964,10/01/2023,S037,Toys,90.28,3,20
C08866,T119965,2024-06-06,S049,Electronics,51.81,3,0
C09629,T119966,08/15/2024,S043,Toys,103.3,1,10
C08244,T119967,10/08/2024,S049,Beauty,106.66,2,5
C03495,T119968,2024-05-15,S005,Home,81.09,3,10
C05934,T119969,06/06/2024,S022,Home,36.76,3,10
C03448,T119970,2024-06-21,S034,Toys,122.52,3,15
C00406,T119971,2025-04-14,S023,Beauty,64.65,3,0
C02329,T119972,2025-01-03,S046,Home,126.92,4,0
C09195,T119973,2023-09-17,S016,Beauty,56.57,3,0
C07744,T119974,2025-05-22,S029,Home,159.51,4,5
C00713,T119975,05/28/2024,S013,Toys,128.38,4,10
C02572,T119976,2023-08-12,S041,Home,73.34,1,0
C01895,T119977,12/19/2024,S013,Beauty,67.78,4,0
C06662,T119978,2023-08-07,S028,Clothing,40.28,2,10
C00492,T119979,2024-05-09,S042,Beauty,176.51,1,5
C00445,T119980,10/06/2023,S050,Home,73.5,1,0
C04508,T119981,07/25/2024,S042,Beauty,48.02,1,15
C01492,T119982,05/25/2025,S020,Toys,159.76,4,10
C05467,T119983,07/30/2023,S027,Electronics,77.66,1,10
C06262,T119984,2024-12-24,S017,Beauty,135.23,4,0
C01265,T119985,2024-06-21,S024,Electronics,75.59,3,15
C08089,T119986,12/29/2023,S001,Toys,144.63,3,15
C01461,T119987,10/11/2023,S015,Beauty,113.23,1,10
C02975,T119988,06/07/2024,S027,Clothing,119.44,2,10
C04686,T119989,2024-02-03,S028,Toys,106.76,1,20
C04375,T119990,07/03/2024,S022,Electronics,23.62,2,15
C01901,T119991,2023-08-07,S004,Home,136.8,2,0
C08062,T119992,2025-02-28,S018,Home,84.83,1,0
C03201,T119993,03/26/2025,S025,Home,25.06,1,10
C02727,T119994,2025-05-01,S041,Electronics,121.79,4,10
C05998,T119995,09/25/2024,S040,Beauty,,2,5
C06494,T119996,2025-02-22,S034,Electronics,110.49,2,5
C07289,T119997,2024-05-21,S039,Clothing,47.66,4,0
C08525,T119998,2025-01-17,S044,Beauty,131.94,4,0
C00965,T119999,03/22/2025,S011,Home,37.62,2,10
C03067,T120000,2025-03-02,S020,Toys,188.3,4,20
C06754,T120001,07/28/2023,S041,Beauty,126.65,4,15
C01740,T120002,2024-11-19,S008,Toys,5.0,4,5
C03603,T120003,2023-09-13,S014,Home,68.39,4,20
C04426,T120004,2024-05-25,S018,Beauty,186.03,4,0
C07031,T120005,2025-05-13,S028,Clothing,97.36,4,5
C02588,T120006,2023-08-11,S002,Toys,93.3,2,15
C06531,T120007,2025-04-30,S031,Home,81.66,2,5
C08748,T120008,12/02/2024,S001,Beauty,110.54,4,0
C05608,T120009,2024-04-29,S008,Toys,151.28,4,5
C00532,T120010,01/17/2024,S035,Electronics,55.27,3,15
C07753,T120011,02/25/2025,S016,Electronics,124.87,1,10
C00281,T120012,11/09/2024,S006,Beauty,169.27,2,20
C04338,T120013,02/12/2025,S021,Toys,63.67,4,0
C06314,T120014,07/09/2023,S025,Clothing,112.14,4,5
C04808,T120015,10/14/2023,S014,Home,56.56,3,10
C02782,T120016,07/07/2024,S045,Home,124.4,1,20
C08605,T120017,02/01/2024,S006,Electronics,22.39,3,5
C04893,T120018,11/17/2024,S024,Toys,67.52,2,15
C06153,T120019,2024-01-08,S029,Toys,120.34,3,10
C02060,T120020,2024-04-17,S046,Electronics,44.95,78,0
