SaleID,Date,CustomerID,ProductTier,Region,Revenue,ContractLength
S12328,04/17/2024,C2877,Basic,NE,509.77,12
S12329,05/14/2024,C5350,Enterprise,East,12031.86,12
S12330,05/08/2024,C5555,Basic,South,494.86,
S12331,01/06/2024,C5346,Pro,NE,4034.31,24
S12332,02/12/2024,C1315,Enterprise,MidWest,19282.9,6
S12333,06/02/2024,C3527,Enterprise,East,14466.43,24
S12334,03/11/2024,C5113,Enterprise,MidWest,11117.67,12
S12335,06/27/2024,C3819,Basic,Central,444.88,36
S12336,02/03/2024,C1740,Basic,North,498.56,24
S12337,03/15/2024,C3390,Basic,NW,491.71,12
S12338,01/12/2024,C2247,Pro,SE,2416.55,24
S12339,05/24/2024,C1468,Pro,North,3760.46,
S12340,01/16/2024,C2189,Basic,MidWest,443.21,12
S12341,06/26/2024,C4025,Pro,North,2277.28,6
S12342,02/18/2024,C5979,Basic,North,480.27,12
S12343,04/11/2024,C2984,Basic,NE,546.56,6
S12344,05/06/2024,C4282,Pro,NE,2265.34,12
S12345,06/24/2024,C3439,Pro,North,3040.19,12
S12346,05/16/2024,C4000,Enterprise,NE,12831.28,12
S12347,05/11/2024,C1378,Basic,SW,467.31,12
S12348,01/20/2024,C2185,Pro,SE,2992.42,12
S12349,02/12/2024,C5529,Basic,NW,559.21,36
S12350,04/22/2024,C2439,Basic,NW,500.96,12
S12351,05/10/2024,C2945,Pro,SE,5095.55,
S12352,04/08/2024,C1877,Enterprise,NW,18449.62,6
S12353,05/23/2024,C3017,Basic,North,540.74,36
S12354,04/09/2024,C3091,Basic,SE,469.68,12
S12355,04/12/2024,C2085,Pro,SE,2595.64,24
S12356,06/04/2024,C4861,Basic,East,601.04,12
S12357,03/10/2024,C3963,Enterprise,MidWest,7068.8,12
S12358,02/22/2024,C4039,Pro,Central,3899.36,12
S12359,02/17/2024,C4617,Basic,Central,616.26,12
S12360,01/01/2024,C4101,Pro,East,2905.21,6
S12361,02/10/2024,C4822,Pro,NE,3924.0,12
S12362,05/26/2024,C2513,Basic,NE,471.32,6
S12363,02/25/2024,C5967,Pro,South,8778.0,24
S12364,05/31/2024,C5994,Basic,NE,550.88,12
S12365,06/27/2024,C1523,Pro,NE,2703.61,12
S12366,01/03/2024,C1902,Basic,East,571.36,24
S12367,05/11/2024,C3713,Enterprise,Central,12677.24,6
S12368,04/26/2024,C3398,Basic,West,527.55,12
S12369,05/08/2024,C5837,Basic,NW,763.8,12
S12370,05/14/2024,C1198,Enterprise,SW,17403.23,12
S12371,03/07/2024,C3336,Basic,SW,608.67,12
S12372,03/18/2024,C3119,Basic,SW,591.23,12
S12373,02/26/2024,C2589,Basic,NW,301.77,12
S12374,03/16/2024,C1696,Basic,NW,490.66,6
S12375,03/09/2024,C5270,Enterprise,East,21853.52,12
S12376,05/21/2024,C2663,Pro,NE,2052.21,
S12377,01/31/2024,C3450,Basic,Central,482.68,24
S12378,02/13/2024,C3037,Pro,SE,4704.73,6
S12379,02/27/2024,C4570,Pro,SE,2097.33,12
S12380,01/12/2024,C4051,Enterprise,South,20755.62,12
S12381,05/16/2024,C2843,Basic,East,413.74,6
S12382,03/01/2024,C1692,Pro,NE,3454.73,12
S12383,03/15/2024,C1312,Pro,MidWest,3585.27,
S12384,01/11/2024,C2284,Pro,East,3646.42,12
S12385,06/12/2024,C5794,Pro,Central,2249.25,36
S12386,02/07/2024,C4963,Basic,Central,617.47,6
S12387,03/12/2024,C4962,Pro,North,2435.25,6
S12388,02/04/2024,C1972,Pro,Central,1748.05,12
S12389,03/10/2024,C1878,Enterprise,NE,10113.29,12
S12390,01/14/2024,C3627,Basic,Central,416.63,24
S12391,06/13/2024,C1129,Pro,East,3605.37,6
S12392,03/04/2024,C4342,Enterprise,NW,20089.94,12
S12393,02/23/2024,C2204,Pro,North,3118.12,12
S12394,05/16/2024,C5788,Enterprise,NW,10207.93,12
S12395,01/30/2024,C1939,Enterprise,Central,12361.06,6
S12396,01/01/2024,C4831,Basic,North,491.39,12
S12397,06/15/2024,C5955,Pro,NE,2014.24,12
S12398,03/29/2024,C2036,Basic,East,389.29,12
S12399,06/10/2024,C4193,Pro,NE,2995.85,6
S12400,06/03/2024,C3783,Basic,South,479.0,12
S12401,04/04/2024,C1526,Pro,South,2118.95,12
S12402,03/24/2024,C4702,Pro,Central,4039.78,12
S12403,01/22/2024,C2750,Pro,SW,2441.43,12
S12404,06/29/2024,C2324,Basic,East,381.09,12
S12405,05/20/2024,C5171,Enterprise,North,21437.97,36
S12406,03/08/2024,C1913,Basic,South,530.56,12
S12407,02/04/2024,C4500,Basic,West,471.18,6
S12408,04/14/2024,C2157,Basic,SW,429.95,12
S12409,06/05/2024,C1683,Enterprise,NW,13153.52,6
S12410,03/16/2024,C1438,Enterprise,East,11324.51,12
S12411,03/24/2024,C5124,Pro,SW,2585.99,12
S12412,01/15/2024,C5007,Enterprise,NE,15865.42,12
S12413,06/09/2024,C2872,Basic,West,409.17,12
S12414,01/03/2024,C2274,Enterprise,East,2143.47,12
S12415,04/01/2024,C2283,Basic,NE,669.27,12
S12416,02/26/2024,C1802,Basic,NW,378.65,
S12417,03/12/2024,C5863,Basic,MidWest,339.64,36
S12418,02/15/2024,C5505,Pro,NE,3971.06,12
S12419,03/06/2024,C3016,Pro,NW,2624.26,24
S12420,01/05/2024,C4252,Basic,NE,534.3,12
S12421,05/17/2024,C5646,Enterprise,SE,19201.87,
S12422,06/17/2024,C1618,Pro,West,3743.03,6
S12423,05/29/2024,C3639,Basic,SW,551.03,12
S12424,01/28/2024,C4626,Pro,SW,7387.98,12
S12425,06/25/2024,C2784,Pro,SW,1964.29,12
S12426,04/07/2024,C4772,Enterprise,NW,24001.29,12
S12427,06/16/2024,C4564,Pro,SW,3104.94,12
S12428,03/06/2024,C4965,Pro,East,3372.6,36
S12429,06/09/2024,C1933,Basic,North,451.46,6
S12430,06/11/2024,C1220,Pro,West,3261.92,24
S12431,06/03/2024,C3940,Enterprise,East,12887.65,12
S12432,05/21/2024,C2121,Basic,Central,471.24,12
S12433,02/22/2024,C5627,Enterprise,East,8256.9,12
S12434,04/23/2024,C5209,Pro,North,3359.24,12
S12435,02/26/2024,C4696,Basic,NE,268.67,6
S12436,03/24/2024,C4992,Enterprise,NE,20640.57,12
S12437,03/09/2024,C1008,Pro,North,4532.67,6
S12438,02/22/2024,C4621,Basic,South,455.27,6
S12439,05/28/2024,C3392,Basic,NW,588.75,12
S12440,06/10/2024,C3836,Basic,NE,461.27,12
S12441,04/11/2024,C5873,Enterprise,West,14961.27,12
S12442,02/09/2024,C1663,Pro,SW,2556.98,12
S12443,04/24/2024,C4056,Enterprise,NE,12881.35,12
S12444,02/29/2024,C2609,Basic,West,457.62,12
S12445,04/21/2024,C1462,Basic,NW,308.73,6
S12446,04/04/2024,C3083,Basic,MidWest,532.84,12
S12447,02/07/2024,C3245,Pro,MidWest,1495.75,12
S12448,05/02/2024,C3603,Enterprise,South,13016.79,12
S12449,01/24/2024,C1418,Pro,East,1576.25,12
S12450,05/06/2024,C1084,Basic,MidWest,462.65,12
S12451,02/16/2024,C2454,Enterprise,SW,16298.21,12
S12452,04/27/2024,C1048,Pro,MidWest,4090.33,12
S12453,02/17/2024,C2072,Basic,SE,495.18,12
S12454,02/15/2024,C4090,Enterprise,Central,13515.57,36
S12455,02/18/2024,C5265,Basic,North,388.06,6
S12456,05/25/2024,C2999,Basic,South,412.53,12
S12457,05/05/2024,C5591,Basic,North,617.18,12
S12458,02/16/2024,C5049,Pro,MidWest,3367.92,6
S12459,06/14/2024,C5546,Pro,SE,2272.55,12
S12460,03/13/2024,C1280,Basic,Central,296.03,12
S12461,01/06/2024,C2745,Basic,SE,664.03,36
S12462,03/20/2024,C3536,Pro,East,2008.29,6
S12463,02/11/2024,C3836,Enterprise,SW,14944.1,24
S12464,02/15/2024,C1452,Pro,MidWest,2299.7,12
S12465,04/10/2024,C2393,Basic,North,390.1,12
S12466,06/24/2024,C5869,Basic,East,518.35,12
S12467,06/04/2024,C3590,Basic,North,585.65,6
S12468,02/18/2024,C5120,Basic,West,565.75,6
S12469,01/18/2024,C4274,Pro,NW,3478.73,
S12470,02/06/2024,C4707,Pro,MidWest,2180.89,6
S12471,01/19/2024,C4248,Pro,South,3135.07,12
S12472,04/19/2024,C1386,Pro,NW,3265.72,24
S12473,03/03/2024,C2947,Basic,North,358.51,6
S12474,04/26/2024,C1389,Basic,NE,291.28,12
S12475,06/14/2024,C3229,Pro,NW,3041.06,12
S12476,04/13/2024,C1069,Basic,NW,417.36,12
S12477,01/26/2024,C5952,Basic,Central,370.81,6
S12478,05/14/2024,C2685,Basic,NE,298.73,12
S12479,02/05/2024,C3237,Basic,North,429.42,6
S12480,01/04/2024,C4343,Basic,South,657.52,6
S12481,06/03/2024,C4762,Enterprise,NE,19307.77,12
S12482,01/26/2024,C3850,Enterprise,North,22327.84,12
S12483,04/06/2024,C3437,Basic,NW,425.9,6
S12484,04/08/2024,C1563,Basic,North,607.24,36
S12485,01/06/2024,C5394,Pro,SW,3990.19,12
S12486,01/29/2024,C2197,Basic,South,648.6,24
S12487,01/04/2024,C2966,Basic,West,474.37,6
S12488,06/13/2024,C4473,Basic,NE,452.08,12
S12489,01/12/2024,C5437,Basic,SW,491.23,24
S12490,02/03/2024,C5136,Pro,MidWest,3073.53,12
S12491,03/04/2024,C1788,Enterprise,MidWest,8454.03,24
S12492,01/22/2024,C1365,Basic,West,442.61,6
S12493,03/09/2024,C1618,Basic,South,611.29,6
S12494,02/06/2024,C2995,Basic,Central,444.24,6
S12495,06/09/2024,C5501,Basic,SW,507.33,12
S12496,06/02/2024,C2082,Enterprise,NW,17380.6,
S12497,01/04/2024,C4656,Pro,Central,3995.94,12
S12498,01/03/2024,C2413,Pro,NE,3483.15,36
S12499,01/28/2024,C1587,Pro,SW,3745.29,36
S12500,05/18/2024,C1397,Enterprise,South,17163.74,24
S12501,03/27/2024,C3568,Enterprise,West,16450.77,12
S12502,01/22/2024,C1820,Basic,Central,587.26,12
S12503,02/21/2024,C2996,Basic,NW,267.2,6
S12504,02/05/2024,C3003,Pro,South,3565.18,12
S12505,05/02/2024,C3300,Basic,East,292.39,36
S12506,05/24/2024,C4074,Enterprise,SE,12419.38,12
S12507,04/23/2024,C1492,Pro,Central,3716.88,6
S12508,02/11/2024,C1823,Enterprise,MidWest,14181.34,24
S12509,03/19/2024,C5468,Basic,West,492.97,6
S12510,03/25/2024,C3543,Enterprise,North,16199.55,6
S12511,05/02/2024,C2308,Basic,MidWest,685.68,12
S12512,02/09/2024,C2219,Enterprise,MidWest,4159.87,6
S12513,03/03/2024,C1023,Basic,Central,427.84,24
S12514,01/15/2024,C1807,Pro,South,4115.21,
S12515,05/19/2024,C2925,Pro,SW,2798.09,6
S12516,06/26/2024,C5386,Pro,SW,2843.57,12
S12517,03/09/2024,C5480,Pro,SE,3546.64,12
S12518,06/09/2024,C2384,Enterprise,West,8776.07,12
S12519,05/19/2024,C3962,Pro,Central,3706.06,12
S12520,02/01/2024,C2933,Pro,SE,2707.53,12
S12521,01/06/2024,C2423,Basic,SE,483.5,12
S12522,01/12/2024,C1258,Enterprise,NW,10931.47,12
S12523,01/27/2024,C5507,Pro,South,3403.67,
S12524,05/19/2024,C2613,Pro,North,2746.95,12
S12525,03/16/2024,C1629,Basic,SE,527.56,36
S12526,01/27/2024,C4168,Pro,SE,2702.6,
S12527,05/10/2024,C5284,Basic,MidWest,495.72,12
S12528,04/16/2024,C1995,Basic,Central,444.06,12
S12529,02/06/2024,C4367,Pro,North,2721.97,
S12530,01/01/2024,C2820,Basic,Central,414.26,12
S12531,02/27/2024,C4402,Basic,South,400.95,6
S12532,01/07/2024,C1074,Pro,SE,4400.53,12
S12533,02/28/2024,C2946,Basic,West,518.4,6
S12534,04/19/2024,C5402,Basic,SE,291.02,12
S12535,04/08/2024,C5631,Basic,MidWest,488.26,12
S12536,02/07/2024,C1704,Pro,NE,3787.98,12
S12537,03/31/2024,C4923,Pro,South,1664.56,12
S12538,06/16/2024,C3011,Pro,North,3448.04,6
S12539,03/14/2024,C4116,Basic,MidWest,493.83,24
S12540,02/27/2024,C5917,Basic,Central,322.28,12
S12541,06/24/2024,C1103,Basic,NE,436.17,36
S12542,04/08/2024,C4816,Pro,East,2825.63,6
S12543,06/24/2024,C5180,Enterprise,East,8573.47,36
S12544,01/29/2024,C5853,Basic,MidWest,423.33,12
S12545,05/05/2024,C3508,Basic,North,522.87,6
S12546,02/13/2024,C4982,Basic,West,523.62,12
S12547,01/29/2024,C4509,Pro,East,3345.85,6
S12548,02/27/2024,C4949,Pro,SE,2461.05,12
S12549,01/27/2024,C2508,Pro,East,3863.33,12
S12550,03/13/2024,C1378,Enterprise,MidWest,14280.16,12
S12551,04/01/2024,C1350,Pro,SE,2649.99,12
S12552,01/20/2024,C1189,Basic,Central,475.99,12
S12553,06/06/2024,C3896,Basic,South,534.82,12
S12554,03/26/2024,C2060,Pro,SE,3227.27,24
S12555,01/31/2024,C1661,Pro,SE,2625.99,36
S12556,04/02/2024,C3105,Pro,SE,3746.06,6
S12557,01/22/2024,C1816,Pro,North,2824.95,12
S12558,01/12/2024,C1412,Pro,SE,3540.07,6
S12559,06/03/2024,C4882,Enterprise,East,21786.23,12
S12560,02/08/2024,C1072,Pro,South,2590.4,12
S12561,02/15/2024,C4741,Pro,Central,2684.17,
S12562,04/19/2024,C1935,Basic,NE,387.63,12
S12563,05/15/2024,C4552,Pro,Central,2241.34,36
S12564,03/26/2024,C2977,Enterprise,Central,18321.72,12
S12565,06/02/2024,C3203,Basic,Central,565.47,24
S12566,02/16/2024,C5592,Pro,SW,1521.19,12
S12567,06/22/2024,C3991,Pro,MidWest,2175.9,12
S12568,04/18/2024,C1225,Basic,MidWest,637.63,24
S12569,02/08/2024,C5367,Pro,North,2316.65,12
S12570,06/19/2024,C5969,Basic,West,473.03,6
S12571,06/24/2024,C3626,Enterprise,MidWest,15178.03,12
S12572,03/18/2024,C1853,Enterprise,West,15767.82,6
S12573,06/08/2024,C2477,Basic,SE,353.31,
S12574,03/14/2024,C2775,Basic,Central,515.41,36
S12575,03/30/2024,C4758,Pro,Central,672.65,24
S12576,01/27/2024,C1052,Basic,NE,433.91,6
S12577,03/10/2024,C5334,Basic,SW,463.56,6
S12578,05/07/2024,C4041,Pro,NW,1689.74,36
S12579,06/18/2024,C1662,Basic,Central,565.34,12
S12580,04/04/2024,C1902,Basic,Central,407.86,36
S12581,03/08/2024,C5785,Enterprise,MidWest,23349.41,36
S12582,01/20/2024,C1659,Enterprise,SW,17021.82,36
S12583,01/01/2024,C3169,Pro,SW,2797.68,12
S12584,02/08/2024,C3489,Enterprise,West,18636.79,12
S12585,06/16/2024,C3963,Basic,NW,331.67,
S12586,02/07/2024,C3126,Basic,MidWest,517.46,12
S12587,03/22/2024,C3976,Basic,East,373.23,12
S12588,02/07/2024,C4443,Pro,South,3647.28,12
S12589,04/09/2024,C5960,Enterprise,West,12689.15,12
S12590,04/24/2024,C4871,Pro,MidWest,1307.01,24
S12591,05/02/2024,C2161,Enterprise,SW,8106.19,6
S12592,01/18/2024,C4239,Pro,NE,2992.82,6
S12593,01/29/2024,C3819,Basic,South,533.5,12
S12594,05/27/2024,C3772,Pro,North,1741.48,12
S12595,04/19/2024,C4190,Basic,South,312.37,24
S12596,03/12/2024,C1941,Basic,West,455.8,12
S12597,02/07/2024,C5915,Pro,Central,4273.35,36
S12598,01/24/2024,C2524,Pro,SW,2561.07,12
S12599,03/23/2024,C4715,Pro,NE,3168.1,24
S12600,02/02/2024,C4504,Pro,West,880.54,12
S12601,02/16/2024,C5083,Basic,NE,769.53,24
S12602,04/08/2024,C1641,Pro,SW,2111.39,6
S12603,03/31/2024,C2935,Pro,South,3069.35,12
S12604,03/22/2024,C4597,Basic,East,313.43,24
S12605,05/06/2024,C4654,Enterprise,West,17011.13,6
S12606,04/18/2024,C1952,Pro,Central,2513.22,12
S12607,05/03/2024,C5104,Pro,MidWest,3179.65,24
S12608,06/26/2024,C5099,Enterprise,NW,13466.94,12
S12609,04/15/2024,C4401,Enterprise,SE,17317.86,6
S12610,06/03/2024,C2158,Enterprise,North,20175.42,12
S12611,06/11/2024,C4486,Basic,SW,357.9,12
S12612,03/26/2024,C2970,Basic,West,665.49,12
S12613,02/05/2024,C5789,Basic,South,427.42,12
S12614,06/16/2024,C3903,Basic,South,544.28,12
S12615,03/03/2024,C4283,Enterprise,NE,10513.57,6
S12616,04/08/2024,C1872,Pro,MidWest,3093.27,6
S12617,04/17/2024,C2101,Basic,NE,461.43,24
S12618,05/20/2024,C4290,Basic,North,697.02,12
S12619,05/07/2024,C4126,Basic,SW,421.04,6
S12620,05/17/2024,C4609,Pro,Central,12827.03,6
S12621,05/16/2024,C5455,Pro,West,2184.33,6
S12622,05/06/2024,C2792,Enterprise,NE,22967.06,6
S12623,05/16/2024,C1206,Enterprise,North,19859.75,6
S12624,05/17/2024,C4049,Basic,SE,462.12,24
S12625,02/28/2024,C3977,Basic,North,482.19,12
S12626,04/08/2024,C5050,Basic,Central,515.44,12
S12627,01/22/2024,C2699,Basic,South,500.1,12
S12628,05/28/2024,C4758,Enterprise,South,17009.71,12
S12629,04/17/2024,C1806,Pro,West,3092.43,12
S12630,05/14/2024,C2602,Pro,SE,2196.98,12
S12631,05/27/2024,C5460,Pro,North,2573.01,12
S12632,06/26/2024,C5298,Basic,South,527.68,12
S12633,02/26/2024,C4914,Basic,NE,391.93,12
S12634,06/28/2024,C3346,Pro,SW,2574.63,24
S12635,01/23/2024,C1381,Pro,South,3421.8,12
S12636,03/01/2024,C2358,Basic,North,524.0,12
S12637,04/02/2024,C2145,Pro,Central,2763.25,12
S12638,01/01/2024,C2781,Enterprise,SW,20068.53,12
S12639,02/22/2024,C3364,Pro,East,3774.18,12
S12640,01/05/2024,C4119,Pro,Central,2526.63,6
S12641,04/02/2024,C1563,Pro,South,10588.77,12
S12642,05/22/2024,C3473,Pro,Central,2281.5,12
S12643,05/01/2024,C3434,Pro,NW,3207.35,
S12644,02/04/2024,C4202,Enterprise,NW,16244.23,12
S12645,01/29/2024,C4123,Basic,NW,499.99,
S12646,01/16/2024,C2441,Pro,East,2785.36,24
S12647,03/30/2024,C5048,Basic,SW,505.51,
S12648,04/02/2024,C4475,Basic,NW,498.36,12
S12649,02/05/2024,C2677,Pro,South,1179.07,12
S12650,03/16/2024,C2789,Enterprise,South,21913.5,12
S12651,04/27/2024,C1006,Basic,West,562.5,6
S12652,02/06/2024,C3431,Basic,NE,453.78,24
S12653,05/21/2024,C1904,Basic,MidWest,594.6,12
S12654,04/17/2024,C1586,Pro,North,2581.66,6
S12655,03/03/2024,C4744,Basic,East,231.59,6
S12656,02/23/2024,C4408,Basic,Central,533.66,12
S12657,02/27/2024,C1792,Pro,NE,1712.37,6
S12658,01/15/2024,C3442,Basic,Central,366.14,12
S12659,02/05/2024,C2426,Pro,Central,2129.93,12
S12660,01/31/2024,C1837,Pro,MidWest,3075.26,36
S12661,06/27/2024,C4068,Basic,SE,516.49,6
S12662,06/29/2024,C2520,Pro,MidWest,3844.8,36
S12663,02/06/2024,C3420,Pro,East,2014.08,24
S12664,04/06/2024,C5189,Pro,SE,2413.41,12
S12665,01/07/2024,C2857,Pro,NW,4026.46,
S12666,06/27/2024,C1923,Basic,East,552.16,6
S12667,04/18/2024,C5923,Enterprise,SW,16539.26,12
S12668,04/05/2024,C4250,Pro,South,2969.94,24
S12669,01/14/2024,C5357,Basic,NW,540.06,12
S12670,06/28/2024,C4452,Basic,North,502.98,12
S12671,01/28/2024,C2697,Basic,SE,509.89,6
S12672,06/18/2024,C4405,Basic,South,545.86,12
S12673,05/28/2024,C3145,Pro,West,2270.72,36
S12674,01/19/2024,C4925,Basic,West,518.8,24
S12675,05/02/2024,C1222,Basic,SE,305.18,6
S12676,06/01/2024,C3050,Pro,SE,3003.73,24
S12677,02/10/2024,C4180,Basic,East,449.79,24
S12678,01/08/2024,C3565,Pro,NE,3652.22,12
S12679,02/07/2024,C4089,Pro,SW,1882.37,12
S12680,04/03/2024,C5412,Basic,SW,519.42,24
S12681,02/06/2024,C5631,Pro,West,3494.13,12
S12682,01/21/2024,C4174,Pro,SE,3595.19,12
S12683,03/03/2024,C5859,Basic,SE,434.78,12
S12684,01/20/2024,C5182,Basic,South,464.51,6
S12685,01/04/2024,C4957,Pro,South,3332.63,12
S12686,05/25/2024,C1178,Enterprise,Central,9230.07,24
S12687,04/16/2024,C2773,Pro,MidWest,2642.0,12
S12688,02/08/2024,C4091,Basic,NW,412.93,12
S12689,02/16/2024,C5515,Pro,East,1552.88,24
S12690,04/30/2024,C5577,Pro,SW,4172.75,6
S12691,02/05/2024,C2895,Pro,North,3020.84,24
S12692,05/15/2024,C1024,Pro,South,2161.27,12
S12693,06/27/2024,C1231,Pro,NW,1122.88,24
S12694,03/17/2024,C3279,Enterprise,Central,16601.81,12
S12695,04/30/2024,C5434,Pro,Central,1747.88,24
S12696,04/15/2024,C2801,Pro,East,2464.47,24
S12697,03/27/2024,C4984,Basic,West,495.23,12
S12698,04/23/2024,C5942,Enterprise,Central,8787.77,24
S12699,06/14/2024,C2866,Enterprise,West,69790.18,6
S12700,06/26/2024,C4289,Basic,East,397.4,24
S12701,01/04/2024,C2859,Pro,MidWest,2006.74,6
S12702,03/14/2024,C1645,Basic,North,522.72,
S12703,01/29/2024,C3822,Pro,East,2715.12,12
S12704,02/09/2024,C5723,Pro,MidWest,4544.26,24
S12705,01/16/2024,C2483,Basic,SE,640.85,12
S12706,06/13/2024,C2187,Enterprise,SE,22504.31,12
S12707,01/09/2024,C5864,Basic,SE,554.98,12
S12708,06/03/2024,C1930,Pro,NW,3537.06,6
S12709,02/14/2024,C2373,Pro,NW,2702.48,12
S12710,05/08/2024,C4953,Basic,West,567.63,
S12711,02/11/2024,C1472,Basic,SW,434.07,12
S12712,01/03/2024,C4140,Basic,NW,486.93,6
S12713,04/11/2024,C3701,Pro,Central,1888.08,24
S12714,04/18/2024,C5901,Pro,South,2648.24,24
S12715,06/23/2024,C2827,Basic,SE,555.94,12
S12716,04/26/2024,C3295,Basic,Central,609.3,12
S12717,05/21/2024,C1527,Basic,NE,545.1,12
S12718,03/07/2024,C1357,Pro,South,4098.96,6
S12719,05/26/2024,C3164,Pro,West,1865.45,
S12720,05/08/2024,C1408,Basic,NW,552.46,12
S12721,03/19/2024,C4089,Pro,West,2296.82,36
S12722,02/28/2024,C2189,Basic,NW,541.93,24
S12723,04/18/2024,C5743,Enterprise,NW,10932.86,12
S12724,02/10/2024,C1771,Enterprise,East,12151.47,6
S12725,03/10/2024,C1671,Pro,MidWest,3683.55,12
S12726,01/24/2024,C5450,Enterprise,MidWest,16218.72,12
S12727,05/13/2024,C4700,Enterprise,North,10825.61,12
S12728,04/06/2024,C2395,Enterprise,North,7460.52,36
S12729,02/02/2024,C2050,Pro,NE,2297.95,12
S12730,02/24/2024,C5207,Basic,North,492.94,12
S12731,04/12/2024,C2285,Basic,SW,378.7,12
S12732,06/07/2024,C3300,Basic,Central,524.63,6
S12733,01/15/2024,C4930,Pro,NE,2122.25,24
S12734,02/26/2024,C2016,Basic,NE,480.77,12
S12735,04/10/2024,C5248,Basic,SE,532.62,
S12736,02/17/2024,C2577,Pro,MidWest,2611.74,12
S12737,05/23/2024,C1167,Basic,North,606.11,6
S12738,06/03/2024,C1716,Pro,SW,3294.95,6
S12739,01/20/2024,C5394,Enterprise,NW,10359.48,36
S12740,06/26/2024,C1935,Pro,NE,2094.97,12
S12741,04/29/2024,C4656,Pro,East,12726.88,12
S12742,05/02/2024,C5779,Pro,South,3879.12,24
S12743,03/21/2024,C4280,Pro,Central,2715.14,24
S12744,06/16/2024,C1437,Basic,West,528.94,36
S12745,06/13/2024,C4935,Enterprise,East,13561.02,36
S12746,04/13/2024,C3741,Basic,West,565.18,6
S12747,04/07/2024,C4671,Basic,SE,516.45,6
S12748,02/12/2024,C5307,Pro,MidWest,1387.22,12
S12749,01/14/2024,C5265,Basic,NE,614.26,36
S12750,04/05/2024,C3064,Basic,MidWest,635.07,24
S12751,06/14/2024,C5723,Basic,West,452.53,6
S12752,04/18/2024,C4908,Basic,SW,531.07,6
S12753,02/19/2024,C3333,Basic,SE,608.51,12
S12754,03/10/2024,C5764,Basic,South,839.72,12
S12755,01/28/2024,C4676,Pro,MidWest,3421.26,6
S12756,01/27/2024,C5917,Enterprise,NW,16748.57,6
S12757,01/20/2024,C1465,Basic,North,586.1,6
S12758,04/02/2024,C3586,Enterprise,NE,19795.79,6
S12759,06/03/2024,C2320,Basic,North,553.16,12
S12760,03/26/2024,C2104,Basic,MidWest,371.1,36
S12761,01/08/2024,C1872,Basic,North,517.7,6
S12762,03/02/2024,C5016,Pro,SW,3235.49,12
S12763,03/13/2024,C2017,Pro,NE,1824.99,6
S12764,02/11/2024,C1904,Pro,SE,3508.84,12
S12765,05/18/2024,C3286,Pro,South,2096.26,12
S12766,01/28/2024,C5475,Pro,South,4055.6,24
S12767,01/17/2024,C4352,Pro,SE,2359.95,12
S12768,02/24/2024,C3750,Enterprise,NW,19720.44,12
S12769,06/01/2024,C4420,Basic,Central,431.5,12
S12770,01/03/2024,C3915,Basic,West,626.25,24
S12771,03/20/2024,C5233,Pro,NE,4107.93,36
S12772,02/18/2024,C1777,Pro,East,3451.71,12
S12773,05/21/2024,C5529,Basic,NW,437.0,12
S12774,02/21/2024,C5378,Basic,SW,542.15,6
S12775,06/12/2024,C1835,Pro,Central,2416.8,12
S12776,01/09/2024,C1077,Pro,Central,2088.61,24
S12777,03/02/2024,C4544,Basic,NW,448.64,12
S12778,03/09/2024,C1630,Enterprise,Central,14743.44,6
S12779,01/22/2024,C5034,Pro,MidWest,2490.72,12
S12780,05/25/2024,C2730,Pro,South,2789.25,12
S12781,05/24/2024,C3567,Pro,East,2553.87,12
S12782,01/12/2024,C4329,Enterprise,NE,15070.82,24
S12783,05/24/2024,C2992,Basic,SW,477.26,6
S12784,05/03/2024,C1775,Basic,South,348.3,36
S12785,01/12/2024,C4341,Pro,MidWest,2970.65,6
S12786,01/13/2024,C2639,Pro,South,2361.65,12
S12787,03/21/2024,C1771,Basic,Central,409.49,12
S12788,01/24/2024,C2377,Enterprise,NE,10439.63,24
S12789,03/20/2024,C5885,Pro,North,3139.68,12
S12790,01/03/2024,C4776,Basic,SW,540.11,6
S12791,04/01/2024,C4002,Basic,East,512.84,36
S12792,03/13/2024,C3886,Basic,NE,572.83,12
S12793,04/11/2024,C4675,Pro,NE,3000.65,
S12794,05/08/2024,C2458,Enterprise,SE,15656.01,24
S12795,02/19/2024,C4394,Pro,Central,2316.41,12
S12796,03/21/2024,C1846,Enterprise,SW,17469.4,24
S12797,04/10/2024,C4428,Enterprise,SW,14279.03,12
S12798,04/01/2024,C5888,Pro,West,3500.71,6
S12799,02/03/2024,C3499,Pro,Central,2922.69,12
S12800,06/28/2024,C5987,Pro,NW,3002.37,6
S12801,06/21/2024,C4362,Pro,West,2368.57,12
S12802,01/25/2024,C2785,Basic,NW,484.1,12
S12803,03/25/2024,C4997,Pro,SW,4626.55,6
S12804,04/14/2024,C5592,Basic,SE,314.81,6
S12805,05/08/2024,C5154,Enterprise,MidWest,38180.42,12
S12806,01/26/2024,C1581,Enterprise,SW,18914.51,12
S12807,05/08/2024,C1726,Basic,South,428.49,12
S12808,02/08/2024,C5701,Basic,SE,511.02,
S12809,01/07/2024,C2730,Pro,SW,2920.6,12
S12810,05/30/2024,C5305,Pro,MidWest,3680.16,12
S12811,04/07/2024,C5833,Basic,West,475.53,12
S12812,05/02/2024,C5757,Pro,MidWest,1682.87,24
S12813,05/30/2024,C5794,Basic,North,668.92,
