CustomerID,Age,Gender,Income Level,LoyaltyMember,ZipCode
C04789,47,Female,High,No,93589
C04790,39,Male,Medium,Yes,40121
C04792,46,Female,Low,No,90968
C04793,18,Male,Low,No,85047
C04794,52,Female,High,Yes,26165
C04795,43,Female,Medium,No,33985
C04797,19,Female,Medium,No,39096
C04798,39,Female,Medium,Yes,48362
C04800,51,Female,High,No,71789
C04801,36,Female,Low,No,19034
C04802,36,Female,High,Yes,27531
C04803,64,Male,Medium,Yes,47929
C04804,50,Male,Medium,No,91858
C04805,46,Male,Medium,No,3990
C04806,22,Male,Low,No,10375
C04807,36,Female,Low,No,69412
C04808,50,Female,Medium,No,40140
C04809,38,Female,Medium,No,67321
C04810,31,Male,Low,Yes,83893
C04811,26,Female,High,Yes,22776
C04812,41,Female,Low,No,25977
C04813,25,Male,Low,No,90902
C04814,52,Male,Low,Yes,75323
C04815,54,Female,Medium,Yes,72234
C04816,51,Female,Medium,No,81381
C04817,60,Male,Low,Yes,80276
C04818,42,Male,High,No,47373
C04819,37,Female,Medium,Yes,50236
C04820,37,Male,Low,Yes,12233
C04821,54,Male,Medium,No,14948
C04822,29,Female,Medium,No,33450
C04823,37,Male,Medium,Yes,71964
C04824,59,Male,Medium,No,31034
C04826,53,Male,Medium,Yes,99258
C04827,42,Male,High,No,62014
C04829,42,Male,Low,Yes,92605
C04830,57,Female,Medium,No,24411
C04831,48,Female,Medium,Yes,78004
C04832,55,Male,Low,Yes,97041
C04833,40,Male,High,Yes,89164
C04834,68,Male,High,No,76103
C04835,28,Female,Medium,Yes,71692
C04836,20,Female,Medium,No,18543
C04837,20,Male,Low,No,43054
C04839,35,Female,High,Yes,67251
C04840,65,Female,Low,No,30685
C04841,39,Male,High,Yes,10103
C04842,30,Female,Medium,Yes,17895
C04843,61,Male,Medium,Yes,9190
C04844,46,Male,Low,Yes,8267
C04845,39,Male,Low,No,86086
C04847,45,Male,Low,Yes,70009
C04849,62,Male,Low,No,46601
C04850,67,Male,Medium,No,98214
C04851,46,Female,Medium,Yes,34718
C04852,51,Female,Medium,Yes,1983
C04853,19,Male,High,Yes,62694
C04854,64,Female,Medium,Yes,54327
C04857,31,Male,High,Yes,35257
C04859,57,Female,Medium,Yes,27546
C04861,33,Female,Medium,No,65580
C04862,31,Female,High,Yes,37127
C04863,22,Female,High,Yes,34947
C04864,43,Female,Medium,No,3154
C04866,31,Male,Low,No,58340
C04867,45,Male,High,Yes,61202
C04868,59,Female,Medium,No,60251
C04870,19,Male,Low,No,63968
C04871,45,Female,Low,No,36184
C04873,58,Male,Medium,Yes,68560
C04874,28,Female,Low,Yes,84861
C04876,53,Male,High,No,67417
C04877,34,Female,Medium,No,61361
C04878,47,Male,High,No,50113
C04879,66,Female,Low,Yes,25491
C04880,36,Female,Low,No,30709
C04881,41,Male,Low,Yes,1812
C04882,67,Female,High,Yes,20687
C04883,27,Female,High,Yes,62048
C04885,64,Male,High,Yes,81101
C04886,21,Female,Medium,Yes,58920
C04887,52,Female,Medium,No,24843
C04888,59,Male,High,No,24865
C04889,33,Female,Low,Yes,23357
C04891,66,Male,Low,No,18346
C04892,53,Female,High,No,93934
C04893,59,Male,Low,No,47441
C04895,29,Female,High,No,13179
C04896,22,Female,Medium,Yes,66303
C04897,60,Male,High,Yes,94451
C04898,55,Male,High,Yes,69003
C04899,67,Female,Medium,Yes,16451
C04900,46,Female,Low,No,39646
C04901,45,Female,High,No,29545
C04902,63,Female,High,No,12948
C04903,55,Female,High,No,44423
C04904,21,Female,Low,No,5051
C04905,56,Male,Medium,Yes,55861
C04906,51,Male,Medium,No,41630
C04907,43,Female,Medium,No,33849
C04909,52,Male,High,Yes,90747
C04910,41,Male,Medium,No,65947
C04912,54,Female,Medium,Yes,7707
C04913,19,Male,Low,Yes,32407
C04915,48,Female,Low,Yes,75296
C04916,61,Male,High,No,35617
C04917,20,Female,High,Yes,25046
C04919,40,Male,Medium,Yes,50693
C04920,24,Female,Low,No,11193
C04921,30,Female,Medium,No,51210
C04923,57,Male,Low,Yes,2904
C04924,25,Male,Medium,Yes,37903
C04925,46,Male,High,No,24823
C04928,37,Female,High,No,59931
C04929,69,Male,High,Yes,84062
C04930,23,Female,Medium,No,50944
C04931,51,Female,High,Yes,14611
C04932,42,Male,Medium,Yes,18356
C04933,60,Male,Low,Yes,58171
C04934,61,Male,Low,No,24539
C04935,43,Male,Low,No,43987
C04936,61,Male,Low,Yes,11327
C04937,65,Male,High,No,10577
C04938,45,Male,Medium,Yes,90737
C04939,60,Female,Medium,Yes,85642
C04940,61,Female,Medium,No,15265
C04941,30,Female,Medium,Yes,70146
C04942,45,Male,Low,Yes,9379
C04943,31,Male,Low,Yes,92200
C04944,25,Male,Low,No,34654
C04945,47,Male,High,Yes,37258
C04946,44,Female,High,No,33848
C04947,28,Female,Low,No,72771
C04948,51,Male,High,Yes,34337
C04949,27,Male,Low,Yes,41788
C04951,36,Male,Low,No,23345
C04952,59,Female,Low,No,81781
C04953,45,Female,High,Yes,66911
C04954,31,Male,Low,No,53276
C04955,39,Female,High,No,5702
C04956,27,Female,Medium,No,58598
C04957,49,Female,High,No,10444
C04958,38,Female,High,Yes,79531
C04959,32,Male,Low,No,48333
C04960,69,Male,Low,No,39497
C04961,34,Female,High,No,33450
C04962,67,Male,Low,Yes,46747
C04963,63,Female,High,No,13357
C04964,53,Female,Low,Yes,54471
C04965,20,Male,Medium,No,30393
C04966,32,Female,High,Yes,13262
C04967,62,Male,Medium,No,88737
C04968,66,Male,Low,Yes,64166
C04969,20,Female,Low,Yes,26491
C04970,23,Female,Medium,Yes,35382
C04971,31,Female,Medium,No,68490
C04973,46,Female,Low,No,46887
C04974,47,Male,High,Yes,3264
C04975,31,Male,High,Yes,99719
C04976,28,Male,High,Yes,13076
C04977,52,Male,Medium,No,975
C04978,49,Female,Medium,No,24005
C04979,48,Male,Medium,Yes,72616
C04980,53,Male,High,No,10078
C04981,49,Female,Medium,No,56969
C04982,49,Male,Medium,No,20250
C04983,21,Male,Low,Yes,24261
C04985,57,Female,High,No,9980
C04987,69,Female,Low,No,43656
C04988,43,Female,Medium,Yes,73550
C04989,53,Male,High,Yes,87569
C04990,28,Female,Low,Yes,89554
C04991,44,Female,Low,No,46310
C04992,48,Male,High,Yes,67539
C04993,69,Female,High,Yes,5930
C04994,27,Female,Medium,Yes,40794
C04995,64,Male,High,No,61884
C04996,28,Female,High,No,40757
C04998,66,Male,High,No,49099
C04999,37,Male,Medium,No,62537
C05001,63,Male,High,No,57740
C05002,54,Female,Low,Yes,87215
C05003,56,Female,High,Yes,42335
C05004,35,Male,High,No,14751
C05005,60,Male,Low,No,30937
C05006,64,Female,High,Yes,45160
C05007,19,Male,High,No,71792
C05008,19,Female,High,Yes,14358
C05009,44,Female,Medium,Yes,60249
C05010,61,Male,Low,Yes,54552
C05011,55,Male,Medium,Yes,76302
C05012,31,Male,Low,Yes,57676
C05013,32,Male,High,Yes,11751
C05014,29,Male,Low,No,7837
C05015,25,Female,Low,Yes,76076
C05016,44,Female,High,Yes,71572
C05017,64,Male,Low,Yes,71971
C05018,63,Female,High,Yes,76478
C05019,64,Female,High,Yes,21238
C05020,38,Male,High,No,22084
C05021,68,Female,High,No,19195
C05022,24,Male,High,Yes,32133
C05023,29,Male,High,Yes,85164
C05024,29,Female,Low,No,44859
C05025,53,Female,Low,No,73230
C05026,34,Male,Low,No,41249
C05027,69,Female,Low,No,35064
C05029,69,Male,Low,Yes,63481
C05030,22,Female,High,No,65966
C05031,20,Male,High,No,26457
C05032,49,Male,Low,No,37713
C05033,62,Female,Low,No,89342
C05034,23,Female,High,No,39290
C05035,63,Female,Medium,Yes,81242
C05036,27,Male,High,No,8245
C05037,30,Female,Low,Yes,51417
C05038,18,Female,Low,Yes,59381
C05039,34,Female,Medium,Yes,42024
C05040,64,Male,Medium,Yes,80549
C05041,32,Female,Low,No,34003
C05042,59,Male,Medium,No,39182
C05043,61,Female,Low,Yes,41754
C05044,44,Male,Low,No,76420
C05045,61,Female,Medium,Yes,56595
C05046,33,Male,Low,No,43855
C05047,28,Male,Low,No,30675
C05048,44,Male,Medium,No,56173
C05049,40,Male,High,No,56451
C05050,42,Male,High,No,23488
C05051,63,Female,Low,No,87454
C05052,52,Male,High,Yes,19344
C05053,44,Male,Medium,Yes,98570
C05054,20,Male,Low,Yes,87097
C05055,45,Male,Medium,Yes,87929
C05056,31,Female,Medium,Yes,69985
C05057,67,Male,Low,No,24276
C05058,56,Female,High,Yes,25541
C05059,66,Female,Low,No,27642
C05060,50,Male,Medium,Yes,5994
C05061,30,Female,Low,No,22851
C05062,55,Male,Low,No,39049
C05063,50,Male,High,Yes,10122
C05064,18,Female,Low,Yes,66252
C05065,53,Male,High,No,73110
C05066,51,Female,Medium,No,77213
C05067,69,Male,High,No,34839
C05069,50,Male,Low,No,89429
C05070,67,Male,Low,Yes,96498
C05071,63,Female,Low,Yes,27534
C05072,54,Male,Medium,Yes,64751
C05073,67,Female,Medium,No,16887
C05075,25,Male,Low,No,38659
C05077,66,Female,High,No,40981
C05078,62,Female,High,Yes,34067
C05079,25,Male,Low,No,74334
C05080,56,Male,High,Yes,778
C05081,32,Male,Medium,Yes,68779
C05082,67,Male,High,No,50680
C05083,67,Male,High,No,60986
C05084,63,Female,High,No,22728
C05085,67,Male,High,No,92919
C05086,33,Male,High,Yes,59501
C05087,23,Female,Low,No,48975
C05088,26,Male,Low,Yes,76982
C05089,28,Female,Low,No,5303
C05090,18,Female,Low,Yes,18032
C05091,37,Male,Medium,Yes,91395
C05092,18,Female,High,No,36906
C05093,30,Female,High,No,88490
C05094,33,Male,High,Yes,43721
C05095,39,Male,Medium,No,48568
C05096,45,Female,Medium,No,75771
C05097,62,Male,High,Yes,34565
C05098,49,Female,Low,No,95834
C05099,20,Female,Low,Yes,6791
C05100,32,Female,High,No,49029
C05101,33,Male,Low,Yes,3723
C05102,34,Female,Low,No,88075
C05103,68,Female,High,Yes,21238
C05104,66,Female,High,No,25994
C05105,18,Male,Low,No,4139
C05106,69,Male,Low,No,20939
C05107,39,Male,Low,Yes,54252
C05108,46,Male,High,No,52748
C05109,39,Female,Low,Yes,30111
C05110,19,Male,Low,Yes,21406
C05111,24,Female,Medium,No,49728
C05112,63,Male,Medium,Yes,50826
C05113,45,Female,High,Yes,84412
C05114,60,Female,Low,Yes,38576
C05115,18,Female,Medium,Yes,67898
C05118,62,Male,Medium,Yes,38034
C05119,22,Female,Medium,Yes,8890
C05120,25,Male,High,Yes,92603
C05122,25,Male,High,Yes,63707
C05123,34,Female,Low,No,86796
C05124,27,Male,Low,Yes,3662
C05125,53,Female,High,Yes,25042
C05127,35,Male,High,No,26182
C05128,22,Female,Low,No,12378
C05129,64,Male,High,No,38390
C05130,48,Male,High,Yes,799
C05131,43,Male,Medium,No,34970
C05132,55,Male,High,No,4240
C05133,67,Female,Medium,No,51782
C05135,25,Male,High,No,15965
C05136,64,Male,High,Yes,95852
C05137,31,Male,High,No,38192
C05138,23,Male,Low,Yes,70433
C05139,48,Female,Low,Yes,27375
C05140,18,Male,Low,No,55422
C05141,60,Male,High,No,16051
C05142,19,Female,High,Yes,26945
C05143,56,Female,High,No,56278
C05144,63,Male,Low,Yes,32646
C05146,26,Female,Medium,Yes,35894
C05147,36,Female,High,No,83653
C05148,49,Female,Low,No,58597
C05150,56,Female,High,No,16991
C05152,55,Female,High,No,48950
C05153,32,Male,Low,No,70530
C05154,48,Female,Medium,No,10775
C05155,18,Female,High,Yes,92845
C05156,37,Female,Medium,No,88905
C05157,25,Male,Medium,No,9447
C05158,41,Female,Low,Yes,86448
C05159,48,Male,Low,No,65517
C05160,35,Male,Low,No,25457
C05161,28,Male,Medium,No,39780
C05162,24,Female,High,Yes,81368
C05163,33,Female,Low,Yes,49568
C05164,28,Male,Low,Yes,35405
C05165,57,Male,Medium,Yes,81226
C05166,67,Female,High,No,58465
C05168,69,Female,Medium,No,85291
C05169,25,Female,Medium,No,5243
C05170,29,Female,Medium,No,64408
C05172,42,Male,High,Yes,19617
C05173,34,Male,Low,No,2073
C05174,57,Female,High,No,68398
C05175,63,Male,Low,Yes,21301
C05176,43,Male,Low,No,15201
C05177,28,Female,Low,No,83490
C05178,46,Male,Low,Yes,22827
C05179,43,Female,Low,Yes,82237
C05180,60,Female,High,No,86113
C05181,37,Male,High,Yes,40979
C05182,34,Male,Low,Yes,12632
C05183,24,Female,Medium,Yes,42921
C05184,49,Female,High,No,24337
C05185,61,Female,Medium,No,68397
C05186,22,Female,High,Yes,66712
C05187,19,Female,Low,Yes,62173
C05188,63,Female,Low,No,45394
C05189,50,Male,High,No,51488
C05190,65,Female,High,Yes,9136
C05191,28,Female,High,Yes,99732
C05192,40,Male,Medium,Yes,23630
C05193,60,Male,Low,Yes,36137
C05194,35,Male,Low,Yes,72976
C05195,49,Female,Medium,Yes,44492
C05196,67,Female,Low,Yes,84187
C05197,69,Male,High,Yes,17157
C05198,25,Female,High,No,97397
C05199,52,Female,Medium,No,2393
C05200,28,Female,Low,No,22007
C05201,59,Female,Low,No,14206
C05202,37,Male,Medium,Yes,98853
C05203,37,Female,Medium,No,52351
C05204,31,Female,Low,No,33958
C05205,35,Female,Low,No,18036
C05206,44,Male,High,No,1886
C05207,54,Male,Medium,No,45606
C05208,69,Female,Low,No,61070
C05209,49,Male,Medium,No,20602
C05210,59,Male,High,No,98613
C05211,44,Male,Low,Yes,83229
C05212,36,Female,Medium,Yes,15121
C05213,43,Male,Low,Yes,31229
C05214,62,Male,High,No,64496
C05216,40,Female,High,Yes,27398
C05217,59,Male,Medium,No,26783
C05218,60,Female,Low,Yes,26629
C05219,51,Male,Medium,No,40920
C05220,48,Female,High,No,91430
C05221,64,Female,Low,No,75820
C05222,64,Male,Low,No,92423
C05223,36,Male,Low,Yes,26825
C05224,43,Male,Low,Yes,38415
C05225,66,Female,Low,No,9956
C05226,25,Female,High,Yes,55387
C05227,27,Female,High,Yes,80517
C05228,62,Male,Medium,No,99072
C05229,44,Male,High,Yes,56867
C05230,47,Female,Low,Yes,46561
C05231,67,Male,Low,No,15629
C05232,38,Female,Low,Yes,43989
C05233,63,Male,High,No,80523
C05234,57,Female,Low,No,67816
C05235,58,Female,High,No,55065
C05236,39,Male,Medium,No,61913
C05237,21,Female,Low,No,89352
C05238,32,Male,High,No,18801
C05239,62,Male,High,No,16760
C05240,42,Female,Low,Yes,1956
C05241,67,Female,Low,Yes,6824
C05242,45,Female,Low,Yes,17732
C05243,29,Male,High,Yes,23278
C05244,56,Female,Low,No,70441
C05246,68,Female,High,Yes,50766
C05248,64,Female,Medium,No,4700
C05249,60,Female,Low,No,67424
C05251,59,Male,Low,Yes,8649
C05252,37,Female,Low,Yes,6097
C05253,59,Male,High,Yes,87756
C05254,21,Male,Low,Yes,57518
C05255,68,Male,Medium,No,99223
C05256,49,Male,High,No,61304
C05257,44,Male,High,Yes,7469
C05258,60,Male,High,Yes,55899
C05260,39,Male,Medium,Yes,14822
C05261,19,Male,Low,No,54032
C05262,68,Female,High,No,13602
C05263,30,Male,Low,Yes,46471
C05264,62,Female,Low,Yes,94344
C05265,37,Female,Low,Yes,52879
C05267,49,Male,Low,Yes,34960
C05268,29,Female,High,No,50628
C05269,64,Male,High,Yes,67901
C05270,42,Female,High,Yes,34586
C05271,50,Male,Low,Yes,51903
C05272,39,Male,Low,No,98121
C05273,40,Female,Medium,No,57815
C05274,24,Female,High,No,90059
C05275,63,Male,Medium,No,77117
C05276,28,Female,Low,No,7883
C05277,42,Male,Low,No,27889
C05278,61,Male,Medium,Yes,82953
C05279,41,Male,Medium,Yes,97781
C05280,49,Male,Medium,No,52897
C05281,53,Male,High,Yes,68213
C05282,22,Female,Medium,No,18500
C05283,21,Male,Medium,Yes,71707
C05284,18,Male,Medium,Yes,98316
C05285,40,Female,Low,Yes,82632
C05286,47,Female,Low,Yes,51952
C05287,29,Female,High,Yes,21756
C05288,24,Female,High,No,51470
C05290,43,Male,High,Yes,75175
C05291,45,Male,High,No,26367
C05292,33,Female,Low,Yes,57780
C05293,19,Male,Medium,Yes,91034
C05294,69,Male,High,No,1022
C05295,63,Female,High,No,92578
C05297,46,Male,Low,Yes,32493
C05298,62,Female,Medium,No,44811
C05299,24,Male,Low,Yes,94315
C05301,22,Female,Medium,No,71408
C05303,19,Female,Low,No,26189
C05304,66,Female,Low,Yes,48481
C05305,63,Female,High,Yes,98267
C05306,38,Male,Low,Yes,38214
C05307,42,Male,High,No,86473
C05308,29,Female,Low,No,76864
C05309,52,Male,High,No,42728
C05310,53,Female,High,No,58116
C05311,19,Female,Low,No,19978
C05312,59,Female,High,No,12332
C05313,30,Male,Medium,No,47315
C05314,44,Female,Low,Yes,50882
C05315,21,Male,Low,Yes,76728
C05316,63,Male,Low,No,21117
C05317,37,Female,Medium,No,26496
C05318,26,Male,Medium,No,88847
C05320,41,Female,Low,No,48558
C05321,60,Female,Medium,Yes,55172
C05323,64,Female,High,No,51438
C05324,21,Male,Low,Yes,99783
C05325,45,Female,High,No,53347
C05326,20,Female,Low,No,39805
C05327,43,Male,High,No,5517
C05328,63,Male,Medium,Yes,4205
C05329,21,Male,Medium,Yes,7958
C05330,53,Female,High,Yes,91138
C05331,64,Male,High,No,30591
C05332,59,Male,Low,Yes,64263
C05333,24,Female,Low,Yes,21284
C05334,20,Female,Medium,No,23350
C05335,18,Female,Low,Yes,94680
C05336,22,Female,Medium,Yes,59474
C05337,39,Male,Medium,Yes,84124
C05338,60,Male,High,No,85595
C05339,20,Female,Low,Yes,42622
C05340,34,Male,High,Yes,64887
C05341,21,Male,Medium,No,51282
C05342,60,Male,Medium,No,30134
C05343,69,Male,High,Yes,54371
C05344,24,Male,Medium,No,24998
C05346,41,Male,Low,No,85859
C05347,63,Male,High,No,37468
C05348,36,Female,High,No,25116
C05349,38,Male,High,Yes,20287
C05350,48,Male,Medium,Yes,64506
C05351,32,Male,Low,No,94756
C05352,51,Female,High,No,25563
C05353,26,Female,High,Yes,19003
C05355,69,Male,Medium,No,1380
C05357,66,Male,Medium,Yes,88541
C05358,29,Male,Medium,Yes,549
C05359,57,Female,Medium,Yes,99762
C05360,48,Male,High,Yes,26785
C05361,65,Male,Low,No,27023
C05362,42,Female,Medium,No,70576
C05363,62,Male,Low,Yes,2170
C05364,59,Female,High,Yes,44936
C05367,18,Male,Medium,No,6862
C05368,33,Male,Low,No,65601
C05369,59,Male,Low,No,96234
C05371,46,Male,Low,No,73866
C05373,33,Female,Medium,No,7931
C05374,52,Male,Low,Yes,16743
C05375,64,Female,Low,Yes,2170
C05376,67,Male,Medium,Yes,91168
C05377,49,Female,High,Yes,24143
C05378,36,Male,Low,No,8745
C05379,60,Male,High,No,45218
C05380,68,Male,Low,No,40526
C05381,56,Male,Low,Yes,94241
C05382,54,Female,High,Yes,68974
C05383,47,Male,Medium,Yes,16018
C05384,43,Female,High,Yes,16551
C05385,66,Male,High,Yes,25870
C05386,26,Female,High,No,27040
C05387,60,Female,Medium,Yes,43256
C05389,69,Male,Low,No,24805
C05390,64,Female,High,No,63797
C05391,46,Male,High,No,58986
C05393,27,Male,High,No,34577
C05394,68,Male,Low,No,66107
C05395,55,Male,Low,Yes,87522
C05396,42,Female,Medium,Yes,86509
C05397,59,Male,Medium,Yes,53598
C05398,22,Female,Medium,Yes,12930
C05399,28,Male,High,No,15978
C05400,64,Male,Low,No,87748
C05401,41,Female,Low,Yes,33423
C05402,49,Male,Medium,Yes,92694
C05403,67,Female,Medium,No,93474
C05404,39,Male,Low,Yes,52918
C05405,66,Female,Low,No,87707
C05406,37,Male,Low,No,79406
C05407,48,Male,Medium,Yes,95737
C05408,31,Male,Medium,Yes,68167
C05410,39,Female,Medium,No,40500
C05411,43,Female,Medium,No,69458
C05412,61,Male,High,No,5457
C05413,30,Female,High,Yes,43522
C05415,47,Female,High,No,5549
C05416,30,Male,Low,No,55303
C05417,62,Female,Medium,No,94387
C05418,22,Male,Medium,Yes,52667
C05419,54,Female,Low,No,33238
C05420,18,Female,Medium,Yes,96099
C05421,32,Female,Medium,Yes,32941
C05422,34,Female,High,No,60127
C05423,51,Female,Medium,No,59753
C05424,68,Male,High,Yes,597
C05425,50,Male,Low,Yes,37526
C05426,47,Male,High,No,60010
C05427,52,Male,Medium,Yes,31458
C05428,53,Male,Medium,No,75820
C05429,31,Female,Medium,Yes,79555
C05430,34,Male,High,No,4880
C05431,36,Male,Medium,Yes,37957
C05432,55,Male,Low,Yes,39111
C05433,35,Male,Medium,Yes,50363
C05434,60,Female,High,No,1053
C05435,47,Male,High,No,20870
C05436,65,Male,High,Yes,49904
C05437,50,Male,High,No,10347
C05439,68,Male,Medium,Yes,78921
C05441,66,Male,High,Yes,63917
C05442,41,Male,Low,Yes,48404
C05443,29,Female,High,Yes,27726
C05444,51,Male,Medium,Yes,29128
C05445,61,Male,High,Yes,30391
C05446,60,Female,High,Yes,58771
C05447,66,Female,Medium,Yes,25279
C05448,24,Male,High,Yes,7622
C05449,35,Female,Medium,Yes,30609
C05450,55,Male,Medium,Yes,60699
C05451,65,Male,High,Yes,34112
C05452,68,Male,Medium,No,94512
C05453,32,Male,High,Yes,99938
C05454,46,Male,High,Yes,54645
C05455,33,Female,High,No,91780
C05456,57,Female,Medium,Yes,19182
C05457,20,Male,Medium,No,33260
C05458,68,Female,Low,Yes,85450
C05459,36,Female,Low,Yes,46068
C05461,54,Male,Low,Yes,98755
C05462,57,Female,Low,Yes,96245
C05463,53,Female,Low,Yes,55728
C05465,19,Female,Medium,No,42593
C05466,30,Female,Low,Yes,49971
C05467,37,Male,Medium,Yes,58179
C05468,54,Male,Medium,Yes,36851
C05469,22,Male,Medium,No,2013
C05470,37,Male,Low,No,97355
C05471,43,Male,Medium,No,63222
C05472,35,Female,Low,No,39841
C05473,37,Female,High,Yes,10374
C05474,55,Female,Low,No,93864
C05475,39,Female,Low,Yes,75740
C05476,69,Female,Medium,Yes,81805
C05477,18,Female,Low,No,97904
C05478,49,Male,Medium,Yes,78648
C05479,23,Male,Low,Yes,63654
C05480,43,Male,High,Yes,6136
C05481,21,Female,High,Yes,98296
C05482,49,Male,Low,Yes,12460
C05483,38,Male,High,No,39791
C05484,42,Male,High,No,13904
C05485,54,Female,Low,No,13852
C05486,47,Female,Medium,No,19827
C05487,48,Male,Low,No,81979
C05488,60,Male,Medium,No,93690
C05489,59,Female,Low,No,51030
C05490,53,Female,Medium,No,27863
C05491,57,Male,Medium,Yes,62403
C05492,26,Female,Low,Yes,89948
C05493,22,Female,Low,Yes,69907
C05494,47,Female,Low,No,97992
C05495,69,Female,High,Yes,60747
C05496,67,Male,High,Yes,51504
C05497,26,Male,Medium,No,40798
C05498,27,Female,High,Yes,11487
C05499,62,Female,Low,Yes,62286
C05500,64,Female,Low,Yes,79581
C05501,45,Male,High,Yes,79292
C05502,21,Male,Low,No,56400
C05503,61,Male,Low,No,33566
C05505,18,Male,Medium,Yes,59652
C05506,46,Male,High,No,55476
C05507,47,Female,Low,No,32055
C05509,61,Female,Medium,Yes,31933
C05510,57,Female,Low,Yes,71192
C05511,19,Male,Medium,Yes,18378
C05512,44,Female,High,Yes,60007
C05513,51,Female,High,No,62697
C05514,50,Female,Low,No,14155
C05515,48,Male,High,No,13839
C05516,43,Male,Medium,No,9498
C05517,19,Female,High,Yes,97021
C05518,56,Female,Low,No,40851
C05519,67,Male,Medium,No,34021
C05520,40,Female,Low,No,95087
C05521,41,Male,High,Yes,24837
C05522,43,Female,Medium,No,74444
C05523,22,Female,Low,Yes,44014
C05524,21,Female,Low,Yes,90337
C05525,23,Male,Low,No,84788
C05526,29,Female,Medium,No,6095
C05527,47,Male,Low,Yes,58611
C05528,42,Female,High,Yes,83507
C05529,23,Female,Medium,Yes,63272
C05530,54,Female,High,Yes,57007
C05531,58,Male,Medium,No,58941
C05533,62,Male,High,Yes,46864
C05535,48,Male,Medium,No,24712
C05536,55,Male,High,Yes,22929
C05537,36,Male,High,Yes,5220
C05538,68,Male,Medium,No,46585
C05539,53,Male,Medium,No,82106
C05540,39,Female,Medium,Yes,14980
C05541,23,Female,Low,Yes,18843
C05542,32,Male,Low,No,9556
C05543,46,Female,Medium,No,13833
C05544,34,Male,High,Yes,6666
C05545,25,Male,High,No,47943
C05546,61,Female,Low,No,88891
C05547,61,Male,High,Yes,18855
C05548,67,Female,Medium,No,76610
C05550,39,Female,Medium,No,8240
C05551,42,Male,Low,No,58844
C05552,65,Male,Medium,No,68733
C05553,67,Male,Medium,Yes,9421
C05554,57,Male,Medium,Yes,66435
C05555,55,Male,Low,No,48608
C05556,58,Male,High,Yes,36631
C05557,43,Female,Low,No,58550
C05558,35,Female,High,No,25353
C05559,27,Male,Medium,Yes,75911
C05560,50,Female,High,Yes,37976
C05561,64,Male,Medium,No,88723
C05563,33,Female,Medium,No,9032
C05564,45,Female,Low,Yes,94274
C05566,42,Male,High,Yes,45089
C05568,38,Female,Medium,No,94086
C05569,53,Male,Low,Yes,61053
C05570,29,Female,High,No,82172
C05571,24,Male,High,Yes,49560
C05572,25,Female,Low,Yes,3570
C05573,37,Male,High,Yes,76248
C05574,48,Male,Medium,Yes,29946
C05575,59,Male,High,Yes,80626
C05576,54,Female,High,No,11142
C05577,30,Female,Low,No,19520
C05578,55,Female,High,Yes,14497
C05579,28,Female,Low,Yes,3481
C05581,35,Male,Medium,No,73323
C05582,37,Female,Medium,No,65622
C05584,59,Male,Medium,Yes,94451
C05585,45,Male,Low,Yes,62456
C05586,20,Female,High,No,19373
C05587,39,Male,Medium,Yes,13854
C05588,49,Male,Medium,Yes,34020
C05591,56,Male,High,Yes,18077
C05592,32,Female,Low,No,35365
C05593,54,Male,Low,Yes,90283
C05594,57,Female,Medium,No,3679
C05595,66,Female,Low,Yes,78252
C05596,32,Male,High,No,15948
C05597,27,Male,High,No,96708
C05598,39,Male,Low,Yes,68087
C05599,55,Male,High,Yes,46867
C05600,63,Female,Medium,No,76501
C05602,20,Male,High,Yes,51682
C05603,60,Female,Medium,No,71606
C05604,27,Female,High,No,75814
C05605,46,Female,Low,No,63372
C05607,24,Male,Medium,No,62817
C05608,56,Male,High,No,57265
C05609,50,Male,Low,No,76003
C05610,54,Male,Medium,Yes,69907
C05611,43,Male,High,No,52766
C05612,42,Male,Low,Yes,84589
C05613,58,Female,Medium,No,12983
C05614,69,Male,Medium,Yes,85331
C05615,39,Female,High,No,81328
C05616,61,Female,Medium,No,76569
C05617,37,Male,Low,Yes,51892
C05618,67,Female,Medium,No,98349
C05619,37,Female,Low,Yes,52743
C05620,58,Male,Low,Yes,48699
C05621,67,Male,High,No,80165
C05622,64,Female,Medium,No,51528
C05623,69,Female,High,Yes,42773
C05624,45,Male,High,Yes,56356
C05625,57,Female,Low,No,59792
C05626,27,Male,Medium,Yes,97233
C05627,48,Male,Medium,Yes,60991
C05628,54,Male,Medium,Yes,11279
C05629,34,Male,Low,No,83811
C05630,44,Male,Low,Yes,34532
C05631,28,Female,Medium,No,34844
C05632,20,Male,Low,No,78779
C05634,45,Female,Medium,No,69654
C05635,44,Female,Low,Yes,60398
C05636,42,Female,Low,Yes,34579
C05637,44,Female,High,Yes,80598
C05638,31,Male,High,No,30418
C05639,37,Male,Medium,No,41638
C05640,30,Male,Medium,Yes,98446
C05641,67,Male,Low,No,49697
C05642,56,Female,Medium,No,82232
C05643,18,Male,Medium,Yes,77585
C05644,28,Male,Medium,Yes,99175
C05645,52,Female,Medium,No,55953
C05646,50,Female,High,Yes,84190
C05647,44,Male,Low,No,81591
C05648,49,Female,High,Yes,29823
C05649,69,Male,Low,No,76364
C05650,66,Female,High,No,91791
C05651,39,Male,High,Yes,89993
C05652,18,Male,Medium,No,50726
C05653,56,Female,Medium,No,91577
