MachineID,Date,Failure,RepairType,DowntimeHours
M062,2025-03-06,N,Major,16.4
M058,2025-02-06,N,Minor,0.78
M078,29/01/2025,Y,Major,1.57
M041,2025-06-08,N,Minor,5.8
M033,17/04/2025,Y,Major,11.51
M048,2025-04-23,Y,Major,4.99
M078,2025-04-24,N,,10.74
M061,2025-06-16,Y,Minor,24.32
M078,07/02/2025,N,Major,14.57
M086,2025-05-31,N,Minor,10.37
M031,2025-01-15,Y,Minor,6.96
M078,2025-02-05,Y,Major,8.26
M074,2025-06-17,N,Major,26.46
M055,2025-05-29,Y,Major,25.57
M056,2025-02-13,Y,Minor,6.02
M037,2025-05-31,Y,Minor,4.71
M024,2025-04-30,N,Major,0.08
M018,23/05/2025,N,Major,11.28
M015,08/05/2025,Y,,0.91
M020,2025-04-08,Y,Major,16.93
M094,20/04/2025,N,Major,6.67
M040,2025-02-17,Y,Major,0.78
M050,2025-04-02,N,Major,1.06
M027,10/04/2025,N,Minor,2.31
M016,21/04/2025,Y,Major,1.52
M021,07/01/2025,N,Major,7.88
M024,2025-06-21,N,Minor,0.58
M065,15/06/2025,N,Major,0.35
M031,2025-05-16,Y,Minor,0.13
M047,2025-01-28,N,Major,2.95
M068,2025-05-24,Y,Minor,4.52
M052,2025-05-24,Y,Major,5.99
M034,2025-03-04,N,,7.1
M040,28/02/2025,Y,Major,5.15
M057,2025-02-03,Y,Minor,3.79
M076,2025-04-18,N,Major,4.8
M097,2025-06-19,N,Major,4.24
M092,18/04/2025,N,Minor,0.28
M099,02/05/2025,N,Minor,4.8
M014,2025-01-14,N,Minor,4.79
M004,16/04/2025,N,Minor,13.89
M046,2025-01-13,N,Major,7.44
M085,2025-01-23,N,Major,3.85
M039,2025-05-25,N,Major,3.25
M089,2025-02-17,N,Major,8.59
M082,22/01/2025,Y,Major,1.19
M086,2025-04-13,Y,Major,0.09
M079,2025-05-26,N,Minor,4.89
M098,2025-03-05,N,Major,1.24
M061,03/02/2025,Y,Minor,0.35
M023,2025-04-14,N,Major,3.85
M079,2025-05-29,N,Minor,5.6
M024,2025-03-08,Y,Minor,4.45
M030,2025-01-09,N,,6.34
M009,21/03/2025,Y,Minor,1.11
M012,2025-02-13,N,Major,8.16
M066,2025-06-14,N,Major,9.62
M005,2025-02-14,N,Minor,6.6
M017,2025-06-07,N,Major,3.1
M089,2025-05-06,Y,Major,3.98
M095,2025-06-05,N,Major,1.56
M026,2025-01-20,Y,,1.52
M010,06/06/2025,N,Major,3.38
M039,2025-02-12,N,Major,1.93
M015,2025-03-30,Y,Minor,1.94
M040,07/06/2025,N,Major,5.24
M023,2025-02-08,N,Major,6.95
M003,2025-05-17,N,Major,4.11
M072,2025-01-14,N,Major,3.5
M003,18/04/2025,N,Major,2.11
M074,2025-03-18,N,Major,0.68
M088,07/01/2025,N,Minor,1.44
M048,2025-04-09,N,Major,1.45
M018,2025-06-25,N,Major,0.46
M080,2025-04-13,N,Major,6.63
M051,2025-05-26,Y,Major,12.25
M028,2025-04-20,N,Minor,4.14
M024,2025-02-16,N,Major,3.17
M009,2025-03-05,N,Major,11.2
M038,2025-02-04,Y,Minor,1.32
M053,2025-02-25,N,Major,5.27
M028,2025-03-20,Y,Minor,1.2
M095,2025-02-12,N,Major,4.25
M006,2025-06-23,Y,Minor,14.87
M062,27/06/2025,Y,Major,4.57
M011,2025-05-16,N,Minor,10.62
M060,2025-04-04,N,Minor,1.96
M018,19/06/2025,Y,Minor,4.41
M078,2025-03-04,N,Minor,8.29
M097,29/01/2025,N,Major,1.51
M089,2025-02-05,N,Major,1.07
M040,14/01/2025,N,Major,8.41
M050,2025-04-23,N,Minor,8.85
M023,31/01/2025,N,Minor,7.37
M056,2025-02-28,N,Minor,4.68
M060,2025-02-08,N,Major,0.47
M042,2025-05-28,N,Major,5.21
M053,24/06/2025,N,Minor,3.6
M100,2025-01-04,N,Major,7.61
M088,19/05/2025,Y,Major,2.32
M019,22/03/2025,Y,Major,6.47
M055,07/03/2025,N,Major,0.97
M022,24/02/2025,N,Minor,1.42
M026,2025-06-05,Y,,4.68
M028,2025-06-22,Y,Minor,1.39
M077,22/03/2025,Y,Major,17.84
M013,2025-06-13,N,Major,5.29
M092,2025-05-25,Y,Major,8.3
M067,2025-02-10,N,Major,5.47
M100,2025-02-05,N,Minor,9.1
M056,2025-05-06,N,Major,4.03
M019,2025-03-30,Y,Major,5.27
M054,2025-05-08,N,Major,6.6
M099,2025-02-26,Y,Minor,6.76
M003,28/06/2025,N,Minor,8.3
M076,2025-03-01,N,Major,1.21
M029,2025-04-17,Y,Major,3.13
M077,2025-06-19,N,Major,7.99
M093,2025-01-02,N,Major,0.7
M037,18/01/2025,N,Minor,9.52
M076,2025-04-22,N,Major,9.95
M093,2025-05-27,N,Major,1.99
M016,2025-05-23,Y,Major,8.59
M003,2025-03-21,N,Minor,10.18
M008,17/04/2025,N,Minor,10.29
M098,10/06/2025,N,Major,1.53
M083,20/02/2025,N,Minor,2.9
M018,2025-02-14,Y,Minor,0.21
M033,2025-06-25,Y,Major,2.21
M080,2025-02-17,N,Major,3.47
M063,2025-05-21,Y,Major,14.57
M067,2025-03-29,N,Major,2.86
M028,2025-04-27,N,,0.21
M093,2025-03-30,N,Minor,1.12
M042,2025-01-30,N,Minor,14.46
M008,26/01/2025,N,Minor,0.67
M078,2025-02-11,N,Major,5.82
M027,2025-03-19,Y,Minor,1.96
M080,2025-05-05,N,Major,6.89
M018,2025-03-14,N,Major,19.42
M057,2025-06-14,N,Major,6.3
M087,2025-05-15,Y,Minor,11.83
M063,2025-06-29,N,Major,0.33
M083,2025-02-10,Y,Major,2.6
M054,2025-02-27,N,Minor,4.91
M025,21/06/2025,N,,3.36
M070,11/05/2025,N,Minor,3.92
M092,18/02/2025,N,Major,9.08
M077,2025-05-23,N,Major,6.91
M024,2025-02-12,N,Major,4.14
M099,2025-01-19,Y,Major,13.1
M024,2025-04-17,Y,Major,0.25
M077,2025-01-14,Y,Minor,10.32
M017,2025-01-21,N,Major,0.26
M018,2025-04-17,N,Major,5.49
M036,2025-03-14,Y,Major,2.38
M051,2025-04-03,N,Major,13.99
M051,2025-05-25,Y,Minor,3.03
M046,2025-02-11,N,Major,0.87
M080,2025-04-21,N,Minor,5.42
M081,2025-04-14,N,Major,4.86
M060,2025-01-26,Y,Major,2.82
M044,2025-06-01,Y,Major,4.58
M012,24/03/2025,N,Minor,8.75
M096,21/03/2025,Y,Minor,11.72
M035,2025-04-11,Y,Major,9.48
M023,2025-05-20,Y,Major,4.99
M046,2025-04-30,N,,5.24
M012,26/06/2025,Y,Major,14.04
M052,2025-04-25,N,Major,0.35
M012,09/04/2025,N,Major,10.44
M099,19/03/2025,N,Minor,4.71
M083,2025-03-18,Y,Major,7.87
M058,22/02/2025,N,Minor,1.58
M006,2025-02-06,N,Major,2.27
M069,2025-05-17,Y,Major,0.22
M051,04/05/2025,Y,Minor,7.84
M045,2025-03-05,N,,1.44
M055,07/06/2025,Y,Minor,0.3
M088,29/03/2025,Y,Minor,4.38
M009,2025-04-08,N,Major,6.59
M033,2025-02-07,N,Minor,3.63
M050,08/01/2025,Y,Major,2.12
M036,12/06/2025,N,Major,3.11
M091,28/05/2025,N,Major,4.45
M037,28/06/2025,N,Major,6.77
M098,2025-06-08,N,Minor,8.89
M024,2025-02-14,Y,Minor,19.14
M075,2025-03-05,N,Major,6.44
M043,11/01/2025,Y,Minor,5.66
M048,30/06/2025,Y,Major,0.88
M007,2025-06-01,N,,3.09
M095,31/05/2025,N,Minor,13.32
M035,09/05/2025,N,Minor,1.91
M051,2025-03-05,Y,Minor,6.79
M068,25/02/2025,N,Major,9.38
M066,2025-06-04,Y,Major,2.75
M058,11/02/2025,N,Major,21.2
M061,29/06/2025,Y,Minor,0.43
M079,19/03/2025,N,Major,1.42
M061,2025-02-26,Y,Major,3.93
M027,10/05/2025,N,,1.4
M027,2025-03-10,Y,Major,7.42
M038,2025-05-07,N,Minor,2.27
M051,2025-03-25,N,,1.0
M020,2025-05-25,N,Major,5.23
M058,2025-02-19,N,,1.71
M070,2025-04-07,N,Major,6.18
M066,2025-02-26,N,Minor,0.83
M068,2025-04-29,N,Minor,16.05
M011,2025-05-19,Y,Minor,6.23
M052,2025-04-22,Y,,2.27
M077,06/02/2025,N,Major,3.44
M086,2025-02-22,N,Major,26.69
M051,16/06/2025,N,Major,4.9
M088,2025-04-22,N,Major,7.76
M018,16/02/2025,N,Major,9.55
M040,15/05/2025,Y,Minor,17.66
M052,2025-01-24,N,Major,1.66
M068,14/02/2025,Y,Major,5.07
M026,2025-02-19,N,Minor,5.12
M044,20/02/2025,N,Major,8.08
M089,2025-05-06,N,Minor,19.06
M019,11/01/2025,N,Minor,10.1
M085,2025-01-16,N,Major,5.15
M089,03/01/2025,N,Major,3.15
M073,2025-01-26,Y,Minor,0.22
M056,2025-01-21,N,Major,1.6
M072,2025-06-06,Y,Minor,5.08
M097,2025-03-24,N,Major,5.52
M021,18/06/2025,N,Major,18.03
M088,17/05/2025,N,Major,9.27
M096,21/02/2025,N,Minor,9.31
M045,21/04/2025,N,Minor,4.08
M039,2025-04-07,N,Major,0.07
M031,2025-03-09,N,Minor,6.51
M084,2025-06-07,N,Major,1.46
M010,2025-03-19,Y,Minor,2.62
M079,04/04/2025,N,Major,2.4
M031,2025-04-24,N,Major,4.29
M081,2025-03-23,Y,Minor,1.04
M081,2025-04-22,Y,Minor,0.03
M042,19/05/2025,N,Major,0.81
M014,2025-03-22,N,Major,3.28
M090,2025-02-08,N,Major,11.53
M066,21/02/2025,N,Major,0.64
M059,2025-02-10,N,Major,6.73
M017,2025-03-05,N,Major,7.69
M083,31/03/2025,N,Major,0.56
M010,18/05/2025,N,Minor,5.97
M002,2025-06-09,N,,0.09
M005,11/03/2025,N,Major,0.62
M043,01/05/2025,N,Minor,13.91
M039,09/02/2025,N,Minor,1.22
M046,30/06/2025,Y,Major,9.56
M053,11/04/2025,N,Minor,1.83
M067,2025-02-08,N,,0.75
M076,13/03/2025,Y,Minor,3.64
M096,2025-03-05,Y,Major,0.68
M030,27/02/2025,N,Major,0.98
M032,28/06/2025,Y,Major,6.07
M086,2025-03-29,Y,Major,8.4
M089,2025-01-27,N,Major,2.7
M003,2025-06-14,Y,Minor,1.54
M062,2025-05-12,Y,Major,3.91
M080,13/06/2025,Y,Major,30.02
M042,21/03/2025,N,Minor,0.29
M020,2025-02-18,N,Minor,3.73
M032,2025-03-10,N,Major,1.64
M093,05/01/2025,N,Major,4.55
M057,2025-05-27,N,,24.62
M038,2025-03-04,N,Minor,2.34
M077,2025-04-12,N,Minor,1.95
M096,2025-05-12,N,Minor,0.47
M012,28/05/2025,N,Major,2.04
M049,2025-02-21,N,Major,6.8
M039,09/01/2025,N,Minor,0.52
M062,18/06/2025,N,Major,0.83
M037,2025-05-05,N,Minor,1.72
M033,2025-05-04,N,Major,0.47
M020,14/06/2025,Y,Major,1.25
M070,2025-04-06,N,Minor,6.24
M003,2025-03-14,N,Minor,4.57
M086,22/02/2025,N,,6.87
M064,2025-05-17,N,Minor,0.4
M038,2025-02-16,N,Major,6.12
M032,2025-02-25,N,Minor,0.98
M029,2025-04-09,N,Major,6.74
M094,15/02/2025,N,Major,0.4
M006,2025-01-07,Y,Major,13.23
M078,2025-02-24,Y,Minor,8.48
M009,2025-05-14,N,Major,0.62
M047,2025-03-15,N,Major,8.36
M001,2025-05-07,Y,Minor,0.12
M069,2025-06-07,Y,Major,4.27
M084,2025-06-08,N,Minor,11.6
M075,27/01/2025,N,Minor,0.37
M063,2025-03-07,N,Major,2.69
M022,10/02/2025,N,Major,8.69
M064,2025-03-02,N,Major,1.52
M095,2025-05-14,N,Major,0.67
M015,23/06/2025,N,Major,1.66
M053,2025-02-26,N,Minor,1.66
M100,2025-06-05,N,Minor,2.47
M017,2025-02-12,N,Major,2.56
M059,2025-04-05,Y,Minor,4.2
M039,2025-02-03,N,Major,3.24
M091,01/05/2025,N,Major,5.37
M082,2025-04-15,N,Major,1.45
M005,2025-04-03,N,Major,4.45
M089,16/03/2025,Y,Minor,0.93
M023,2025-05-22,N,Major,3.47
M012,2025-05-19,Y,Major,0.08
M097,2025-04-10,N,Minor,0.91
M086,2025-02-09,Y,Major,7.17
M092,2025-06-11,N,Major,3.29
M073,2025-01-11,N,Minor,0.53
M006,2025-05-23,Y,Minor,6.19
M070,2025-01-31,N,Minor,9.19
M040,27/03/2025,Y,Minor,1.98
M067,2025-06-02,N,Major,11.58
M064,2025-04-16,N,Minor,4.19
M073,18/03/2025,Y,Major,0.68
M032,2025-03-16,Y,Minor,0.71
M039,2025-04-20,N,Major,1.89
M070,2025-02-04,N,Minor,1.21
M058,2025-01-02,N,Major,5.51
M050,2025-02-12,N,Major,0.45
M021,08/02/2025,N,Minor,0.51
M067,2025-03-01,N,Minor,3.15
M001,2025-04-08,N,Major,0.21
M069,25/02/2025,N,Major,1.45
M086,26/06/2025,N,Minor,0.49
M056,2025-05-03,Y,Major,1.2
M098,10/03/2025,N,Minor,1.99
M005,2025-04-23,N,Major,0.4
M040,2025-06-05,N,Minor,2.01
M016,2025-01-28,Y,Major,1.08
M066,2025-06-30,N,Minor,12.16
M071,2025-06-07,N,Major,10.95
M039,2025-04-24,N,Minor,2.84
M095,2025-01-18,N,Minor,0.11
M028,05/03/2025,N,Minor,0.51
M061,2025-01-22,N,Major,4.99
M018,2025-04-22,N,Minor,3.69
M037,2025-05-23,N,Major,3.61
M086,2025-03-01,N,Major,2.89
M049,2025-04-29,Y,Major,7.92
M010,2025-01-24,N,Major,0.99
M032,03/04/2025,N,Major,34.55
M098,2025-05-08,Y,Major,6.95
M099,2025-03-16,N,Major,13.12
M075,14/05/2025,N,Major,1.14
M072,2025-06-11,N,Major,1.45
M051,2025-02-27,Y,Major,1.08
M035,01/05/2025,Y,Minor,6.74
M072,03/05/2025,N,Minor,2.44
M092,2025-01-29,N,Minor,0.5
M007,16/01/2025,N,Major,5.79
M004,2025-02-27,Y,Major,0.36
M086,2025-06-30,N,Major,4.4
M009,2025-03-30,Y,,13.64
M066,2025-01-25,N,Major,4.45
M073,2025-05-15,N,Minor,0.63
M099,30/04/2025,Y,Major,2.94
M018,24/01/2025,N,Minor,0.78
M063,2025-06-21,Y,Minor,2.51
M049,2025-03-13,N,Major,1.56
M094,2025-04-07,Y,Major,2.48
M091,13/04/2025,N,Minor,4.97
M087,2025-01-01,N,Major,3.49
M028,2025-03-22,N,,0.72
M066,05/05/2025,Y,Major,7.67
M089,2025-03-14,N,Major,2.91
M070,21/01/2025,N,Major,5.69
M020,2025-04-27,Y,Major,3.71
M073,06/01/2025,Y,Minor,11.16
M091,2025-03-01,N,Major,0.04
M057,05/01/2025,N,Minor,6.23
M082,2025-03-12,N,Minor,9.67
M084,2025-06-27,N,Minor,12.5
M098,2025-02-24,Y,Minor,4.24
M013,2025-01-30,N,Major,4.13
M070,2025-05-12,N,Minor,2.5
M087,2025-03-30,Y,Minor,5.37
M007,2025-05-13,N,Minor,7.59
M014,2025-06-08,N,Minor,0.69
M036,18/01/2025,N,Major,11.93
M040,2025-02-10,N,Major,2.22
M052,2025-06-03,Y,,7.74
M002,2025-06-16,N,Minor,2.31
M037,2025-03-08,N,Major,0.93
M091,15/01/2025,N,Major,2.58
M005,06/05/2025,Y,Major,4.53
M007,08/03/2025,N,Minor,9.48
M097,2025-01-05,N,Minor,4.64
M045,09/02/2025,N,Minor,0.74
M044,20/02/2025,N,Major,4.7
M055,2025-01-28,N,Major,4.6
M080,2025-03-02,Y,Major,1.44
M085,2025-01-26,Y,Major,5.61
M081,2025-05-05,N,Minor,10.42
M060,2025-02-19,N,Minor,3.72
M095,2025-02-03,Y,Minor,0.38
M100,2025-05-31,N,Minor,0.64
M054,2025-01-28,N,Major,6.32
M024,2025-04-19,Y,Minor,9.83
M044,27/01/2025,N,Minor,8.39
M033,2025-05-19,Y,Minor,3.54
M066,2025-01-22,Y,Major,15.92
M037,2025-01-21,N,,0.33
M082,2025-06-07,N,Major,3.19
M017,2025-04-02,N,Major,3.81
M074,2025-01-26,N,Minor,0.25
M022,2025-01-01,Y,,30.51
M079,2025-01-14,N,Major,2.65
M052,2025-05-03,N,Minor,8.08
M058,23/04/2025,N,Major,3.0
M073,2025-03-15,N,Minor,9.22
M006,2025-01-21,Y,Minor,11.35
M085,03/05/2025,N,Major,2.01
M011,06/05/2025,N,Major,1.29
M062,24/03/2025,N,Major,1.65
M016,2025-04-18,Y,Minor,3.03
M090,2025-02-07,N,Major,7.26
M073,2025-05-01,Y,Minor,0.59
M066,01/05/2025,Y,Major,4.03
M072,2025-03-26,Y,,1.95
M030,28/04/2025,N,Major,9.17
M021,21/06/2025,N,Minor,1.27
M026,2025-05-08,N,,7.46
M065,2025-06-20,N,Major,0.26
M055,14/01/2025,N,Minor,2.52
M060,27/06/2025,N,Major,1.61
M062,04/02/2025,Y,Major,4.45
M091,2025-03-05,N,,7.88
M056,06/05/2025,N,Minor,16.31
M013,2025-01-25,Y,Minor,0.76
M008,2025-01-19,N,Major,1.38
M024,2025-01-16,N,,0.83
M070,2025-06-05,N,Minor,2.23
M087,2025-05-05,Y,Major,1.82
M043,13/04/2025,Y,Major,8.83
M072,2025-04-09,N,Major,5.0
M070,21/01/2025,N,Minor,2.21
M016,2025-04-14,Y,Major,1.68
M053,2025-04-11,N,Major,8.88
M096,26/04/2025,N,,2.99
M034,28/02/2025,N,Minor,2.11
M062,2025-06-24,N,Major,1.01
M055,2025-03-31,Y,,1.69
M032,2025-03-01,N,Major,5.29
M027,2025-05-19,N,Major,3.39
M045,2025-06-07,N,Minor,7.36
M034,2025-04-13,N,Major,10.5
M008,2025-01-07,N,Major,0.91
M052,05/06/2025,N,Major,4.31
M061,2025-02-18,Y,Minor,1.07
M014,2025-03-12,Y,Major,7.51
M082,2025-04-14,Y,Minor,7.38
M085,2025-01-01,N,,0.53
M034,2025-01-07,N,Major,0.37
M020,2025-02-17,Y,Major,2.92
M039,01/04/2025,N,Major,13.23
M036,12/06/2025,N,Major,5.85
M085,19/01/2025,N,Major,0.9
M094,2025-02-04,N,Minor,7.05
M029,2025-06-24,Y,Minor,1.7
M072,2025-06-13,N,Major,5.61
M035,2025-05-15,N,Minor,11.59
M018,2025-02-03,N,Minor,22.52
M034,18/03/2025,Y,Major,6.95
M071,2025-06-21,N,Major,9.14
M017,09/01/2025,N,Major,0.35
M042,06/04/2025,N,Major,4.84
M062,25/05/2025,N,Minor,9.29
M002,28/03/2025,N,Major,7.41
M071,2025-06-07,N,Minor,1.75
M037,23/01/2025,Y,Major,2.89
M073,2025-01-22,Y,Major,4.14
M087,2025-06-12,N,Minor,0.09
M025,2025-06-17,N,Minor,18.74
M061,13/05/2025,N,Minor,0.48
M074,2025-04-27,N,Major,0.67
M021,2025-03-15,Y,Major,4.93
M055,10/03/2025,N,Major,0.48
M067,2025-02-18,N,Major,9.18
M061,18/02/2025,Y,Major,2.94
M034,26/05/2025,N,Major,0.33
M069,23/03/2025,Y,Major,1.81
M041,2025-01-19,N,Major,7.46
M045,2025-02-10,Y,Minor,0.52
M015,2025-04-09,Y,Minor,2.74
M067,2025-01-26,N,Minor,3.98
M069,2025-03-01,Y,Minor,1.27
M015,2025-05-24,Y,Major,4.11
M085,2025-06-24,N,Minor,4.85
M031,2025-02-10,Y,Minor,7.06
M051,2025-03-10,N,Major,4.25
M034,2025-02-03,N,Minor,4.17
M078,25/06/2025,N,Major,0.29
M034,10/01/2025,Y,Minor,1.21
M080,20/06/2025,N,Major,7.97
M013,27/02/2025,N,Major,20.11
M096,2025-05-23,N,Major,6.92
M056,2025-06-25,N,Major,5.52
M031,2025-03-04,Y,Minor,2.57
M040,2025-03-15,N,Major,5.59
M067,2025-05-09,Y,Major,8.86
M095,2025-06-30,N,Major,7.59
M035,2025-04-02,N,Minor,1.53
M079,2025-04-11,Y,Minor,4.52
M065,06/06/2025,N,,6.8
M034,2025-05-14,N,Minor,3.3
M023,11/02/2025,N,Minor,1.29
M082,10/05/2025,Y,Major,3.42
M019,2025-03-26,Y,Major,15.05
M085,2025-01-30,Y,Major,3.47
M093,2025-03-18,N,Major,7.12
M043,2025-02-21,N,Major,0.56
M040,2025-01-22,N,Major,0.26
M005,2025-02-02,Y,Minor,3.05
M082,2025-01-30,N,Minor,1.0
M034,2025-02-08,Y,Minor,15.25
M062,2025-06-15,Y,Major,2.73
M037,04/02/2025,Y,Minor,1.31
M021,2025-05-24,Y,Minor,1.22
M058,2025-01-29,N,Minor,4.29
M052,2025-05-13,Y,Major,3.57
M024,21/05/2025,Y,Minor,0.25
M086,2025-05-06,Y,Minor,6.61
M013,2025-03-14,Y,Major,14.9
M046,2025-03-18,N,Major,1.79
M002,27/06/2025,N,Minor,2.55
M094,2025-05-12,N,Minor,10.18
M070,12/01/2025,N,Minor,3.56
M093,09/02/2025,N,Minor,7.82
M096,09/01/2025,Y,Major,2.28
M090,2025-05-09,Y,Major,4.99
M008,08/01/2025,N,Major,1.32
M035,2025-03-28,Y,Minor,1.26
M033,17/05/2025,N,Major,3.51
M065,06/04/2025,Y,Major,1.65
M082,2025-01-17,N,Major,3.18
M063,18/04/2025,N,Minor,6.08
M006,2025-05-01,Y,Minor,5.91
M023,21/01/2025,Y,Major,3.06
M040,2025-04-06,N,Major,5.88
M049,2025-01-01,N,Major,0.39
M007,04/01/2025,N,Major,2.57
M052,2025-05-04,N,Major,1.29
M008,10/04/2025,N,Major,1.05
M087,17/06/2025,N,,2.54
M028,2025-04-25,N,Minor,5.8
M037,20/04/2025,N,Minor,0.95
M100,2025-03-15,N,Major,7.79
M031,19/05/2025,N,Minor,0.93
M059,2025-01-05,Y,Major,1.11
M030,2025-06-11,N,Major,2.33
M075,2025-01-06,N,Major,7.14
M062,2025-03-16,Y,Major,2.49
M002,18/04/2025,N,Major,3.2
M088,2025-01-19,Y,Minor,4.76
M093,2025-05-28,N,Major,1.65
M004,28/01/2025,N,Major,6.78
M031,2025-01-21,N,Major,1.93
M012,2025-06-16,N,Major,1.02
M056,2025-02-21,N,Minor,1.7
M026,2025-05-06,Y,Minor,16.25
M028,2025-04-13,N,Minor,2.3
M070,2025-02-14,N,Major,5.84
M033,18/01/2025,N,Major,3.75
M004,2025-06-24,N,Major,14.04
M054,2025-04-12,Y,Major,9.8
M027,04/03/2025,N,Major,0.71
M014,05/03/2025,N,Major,5.08
M056,11/04/2025,N,Minor,6.74
M038,2025-03-20,Y,Minor,10.56
M025,10/05/2025,Y,Major,2.1
M093,2025-01-05,Y,Major,5.73
M092,09/01/2025,N,Major,1.48
M044,16/02/2025,N,Major,10.36
M045,2025-05-05,N,Minor,2.98
M056,2025-04-02,Y,Minor,1.21
M075,07/02/2025,Y,Major,30.75
M072,24/06/2025,N,Major,2.68
M071,2025-05-18,Y,Major,3.77
M052,2025-01-19,N,Major,8.74
M030,2025-06-13,N,Major,3.62
M089,24/04/2025,Y,Minor,21.09
M007,22/01/2025,N,Major,0.05
M081,03/04/2025,Y,Minor,4.89
M045,2025-01-05,Y,Major,2.48
M009,2025-04-13,N,Minor,1.28
M087,2025-05-19,Y,Minor,6.51
M075,2025-05-03,N,Major,11.98
M090,2025-03-30,N,Major,3.64
M093,13/01/2025,N,Major,11.89
M028,21/01/2025,Y,,9.94
M022,2025-02-06,N,Minor,2.79
M056,18/05/2025,N,Minor,6.96
M025,2025-06-15,N,Major,2.58
M090,2025-06-05,Y,Major,1.66
M087,2025-04-03,N,Minor,10.25
M096,2025-03-30,N,Major,0.85
M007,2025-06-09,Y,Minor,6.59
M003,04/04/2025,N,Major,0.21
M023,19/02/2025,N,Major,26.7
M012,2025-01-19,N,Minor,1.04
M100,2025-03-30,N,Major,2.11
M091,2025-06-19,Y,Major,4.17
M040,08/06/2025,N,Major,10.39
M038,2025-02-11,N,Minor,4.99
M008,2025-06-12,N,Major,0.92
M046,25/03/2025,N,Minor,8.56
M079,2025-03-28,Y,Minor,1.77
M091,2025-06-02,Y,Major,2.84
M062,10/05/2025,N,Minor,3.33
M053,2025-05-15,N,Major,4.16
M031,16/05/2025,N,Minor,3.95
M027,03/06/2025,N,Major,2.58
M049,2025-01-08,N,Major,1.51
M035,26/02/2025,N,Minor,1.3
M090,2025-02-07,Y,Minor,2.7
M046,2025-01-11,N,Major,12.68
M063,2025-04-12,Y,Major,1.62
M049,2025-01-07,N,Major,0.84
M083,18/01/2025,Y,Minor,0.22
M088,2025-06-05,N,Major,0.32
M037,2025-04-30,N,Minor,0.89
M021,2025-05-29,Y,Major,2.06
M028,2025-05-04,N,Minor,8.29
M043,2025-05-02,Y,Major,3.04
M004,11/04/2025,N,Major,7.52
M067,2025-01-17,Y,Major,0.65
M062,2025-01-08,N,Minor,0.58
M029,2025-06-15,Y,Major,4.01
M079,2025-03-19,N,Major,1.02
M055,2025-03-09,N,Major,0.89
M071,26/02/2025,N,Minor,4.78
M084,10/02/2025,N,Major,1.21
M062,2025-05-18,N,Minor,1.51
M060,2025-05-04,Y,Major,16.13
M095,2025-03-31,Y,Minor,0.94
M042,2025-05-07,N,Minor,8.02
M036,19/06/2025,N,Minor,0.82
M022,2025-05-10,N,Minor,0.19
M011,2025-04-13,N,Minor,3.58
M099,23/04/2025,N,Major,3.91
M033,2025-02-23,N,Minor,0.92
M083,2025-04-15,N,Major,1.68
M024,2025-05-20,N,Minor,9.74
M002,2025-06-14,Y,Major,10.39
M063,09/05/2025,N,Major,5.06
M095,2025-02-18,N,Minor,3.83
M089,06/06/2025,Y,Minor,7.72
M018,2025-01-20,N,Major,5.15
M020,2025-06-02,N,Major,21.5
M052,2025-06-08,N,Minor,4.84
M044,14/03/2025,Y,Major,5.5
M001,2025-05-03,N,Minor,0.35
M051,2025-06-30,N,Major,7.09
M085,2025-06-02,N,Major,3.57
M010,30/06/2025,N,Minor,2.48
M007,2025-05-09,N,Major,5.25
M065,23/03/2025,N,Major,0.92
M045,28/04/2025,Y,Minor,1.72
M001,2025-03-13,N,Major,2.51
M074,2025-06-24,Y,Minor,1.4
M059,2025-04-07,Y,Major,8.67
M077,06/01/2025,Y,Major,0.87
M025,2025-01-01,N,Minor,2.1
M003,2025-03-04,N,Minor,9.44
M018,15/05/2025,N,Minor,3.09
M008,23/05/2025,N,Major,3.32
M089,2025-04-19,Y,,0.33
M006,18/06/2025,N,Minor,1.65
M053,2025-03-14,N,Major,9.52
M005,2025-02-16,N,Minor,4.92
M092,2025-01-12,Y,Minor,1.57
M098,2025-06-01,Y,Minor,10.46
M028,19/03/2025,N,Major,12.09
M001,2025-02-03,N,Minor,4.5
M075,2025-02-20,N,Minor,2.52
M080,19/03/2025,N,Minor,3.53
M014,2025-02-07,N,Minor,6.14
M047,2025-05-02,N,Major,7.91
M100,13/01/2025,Y,Minor,12.86
M021,2025-01-28,Y,,2.06
M052,2025-05-04,N,Major,2.59
M041,2025-03-27,N,Major,9.77
M046,2025-05-11,Y,Minor,2.42
M057,2025-01-23,N,Minor,2.1
M095,2025-02-07,Y,Minor,5.47
M005,2025-02-25,N,Major,0.51
M064,2025-02-24,N,Minor,3.57
M091,2025-02-03,N,Major,2.38
M001,2025-04-13,Y,Minor,4.6
M070,2025-05-23,N,Major,19.95
M033,15/03/2025,N,Major,8.12
M076,2025-04-16,N,Major,5.23
M026,09/02/2025,N,Major,0.04
M083,13/03/2025,Y,Major,2.98
M074,2025-06-14,N,Major,0.06
M087,2025-06-21,N,Major,1.51
M031,29/04/2025,N,Minor,0.14
M012,2025-06-20,N,Major,0.93
M063,2025-04-30,N,Minor,0.59
M085,2025-06-16,N,Major,3.01
M079,2025-06-29,Y,Minor,2.11
M030,2025-06-11,N,Major,0.21
M033,2025-01-05,Y,Major,2.23
